index	*ID	version	disabled	spawnable	disableChronicle	DropConditionCalc	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Bowel Twister	851	100		1	1				1	1	43	45	9ts	Harpoon		5	5000				invjav8				dmg%		180	240	rep-quant	100			stack		100	100	aura	Holy Shock	9	15	res-ltng		65	65	extra-ltng		10	15	noheal		1	1	oskill_hide	Hidden Charm Passive	1	1																		0
Jaguar's Claw	852	100		1	1				1	1	62	70	7ja	hyperion javelin		5	5000	dyel	dyel						dmg%		250	300	rep-quant	100			stack		40	40	reduce-ac		15	20	bloody		1	1	deadly/lvl	3			lifesteal		7	7		393	1	1																		0
Arc of the Rainbow	853	100		1	1				1	1	43	55	7ja	Hyperion Javelin		5	5000								dmg%		180	250	ac-miss		200	300	dmg-fire		75	200	dmg-ltng		10	300	dmg-cold	200	100	140	swing3		40	40	addxp		5	10	gold%		200	200	rep-quant	100			oskill_hide	Hidden Charm Passive	1	1										0
Woundripper	854	100		1	1				1	1	52	61	7pi	stygian pilum		5	5000				invjav10				dmg%		225	275	rep-quant	100			stack		65	65	heal-kill		10	10	extra-pois		10	15	openwounds		30	30	oskill	Plague Javelin	5	5	block2		25	25	oskill_hide	Hidden Charm Passive	1	1														0
Summerstrike	855	100		1	1				1	1	60	70	7pi	Stygian Pilum		5	5000	cred	cred						dmg%		250	300	rep-quant	100			dmg-fire		256	500	aura	Holy Fire	12	15	ethereal		1	1	stack		75	75	extra-fire		15	20	oskill_hide	Hidden Charm Passive	1	1																		0
Clockwork Horror	856	100		1	1				1	1	69	77	7s7	balrog spear		5	5000				invjav4				dmg%		230	280	rep-quant	100			stack		50	50	crush		20	20	howl		13	13	move2		25	25	str/lvl	5			dex/lvl	5			oskill_hide	Hidden Charm Passive	1	1														0
Invisible Stalker	857	100		1	1				1	1	85	85	7gl	ghost glaive		5	5000								dmg%		300	350	stack		256	256	dmg/lvl	12			allskills		1	1	fade		1	1	oskill	Quickness	3	3	move3		60	60	rep-quant	100			oskill_hide	Hidden Charm Passive	1	1														0
Spectral Slayer	858	100		1	1				1	1	12	20	bal	Balanced Axe		5	5000	dgry	dgry						dmg%		80	100	dmg-norm		20	40	stack		100	100	rep-quant	100			bar		1	1	fade		1	1	ethereal		1	1	oskill_hide	Hidden Charm Passive	1	1																		0
Tonguecutter	859	100		1	1				1	1	1	10	tax	throwing axe		5	5000				invaxe17				dmg%		100	150	rep-quant	100			stack		75	75	bloody		1	1	lifesteal		5	7	manasteal		5	7	bar		1	1	oskill_hide	Hidden Charm Passive	1	1																		0
Solstice Edge	860	100		1	1				1	1	1	6	tax	Throwing Axe		5	5000	oran	oran						dmg-norm		4	12	stack		60	60	rep-quant	100			dmg-fire		3	9	mag%		20	30	knock		1	1	oskill_hide	Hidden Charm Passive	1	1																						0
Oakplume	861	100		1	1				1	1	25	30	bal	balanced axe		5	5000								dmg%		80	120	dmg-norm		30	60	stack		75	75	rep-quant	100			skill	Double Throw	2	4	swing2		20	20	balance2		20	20	res-pois		35	35	lifesteal		6	6	oskill_hide	Hidden Charm Passive	1	1										0
Timbersplitter	862	100		1	1				1	1	12	27	bal	balanced axe		5	5000	lgrn	lgrn						dmg%		175	200	rep-quant	100			stack		75	75	pierce		25	25	deadly		25	25	openwounds		35	35	oskill	Unstoppable Force	1	1	oskill_hide	Hidden Charm Passive	1	1																		0
Spleen Feaster	863	100		1	1				1	1	12	16	tax	throwing axe		5	5000	lgrn	lgrn						nec		1	2	pierce		15	20	swing2		15	20	heal-kill		2	3	dex		15	15	att		30	30	rep-quant	100			oskill_hide	Hidden Charm Passive	1	1																		0
Banshee's Cry	864	100		1	1				1	1	35	50	9ta	francisca		5	5000								dmg%		120	140	dmg-norm		50	90	skilltab	13	2	2	howl		13	13	hit-skill	Storm Pulse	8	10	slow		10	10	knock		2	2	rep-quant	100			oskill_hide	Hidden Charm Passive	1	1														0
Despicable Behavior	865	100		1	1				1	1	25	35	9ta	francisca		5	5000	dblu	dblu						dmg%		200	250	rep-quant	100			stack		60	60	allskills		1	1	att		50	100	swing2		20	20	block3		30	30	hit-skill	Hailstorm	8	1	oskill_hide	Hidden Charm Passive	1	1														0
Axes of Jahadra	866	100		1	1				1	1	43	56	9b8	hurlbat		5	5000	lpur	lpur						dmg%		125	150	dmg-norm		60	110	allskills		1	1	mag%		25	35	hit-skill	Scorchveil	10	3	dmg-fire		50	100	red-mag		5	10	rep-quant	100			oskill_hide	Hidden Charm Passive	1	1														0
Instigator	867	100		1	1				1	1	40	50	9b8	hurlbat		5	5000	dgld	dgld						dmg%		225	270	rep-quant	100			stack		60	60	bar		2	2	manasteal		6	6	swing2		25	25	balance3		30	30	hit-skill	Static Field	11	4	oskill_hide	Hidden Charm Passive	1	1														0
Brainraver	868	100		1	1				1	1	25	37	9b8	Hurlbat		5	5000								dmg%		165	225	rep-quant	100			stack		45	45	swing3		30	40	allskills		1	1	stupidity		2	2	slow		10	10	oskill_hide	Hidden Charm Passive	1	1																		0
Winged Serpent	869	100		1	1				1	1	72	77	7ta	flying axe		5	5000	cgrn	cgrn						dmg%		250	300	rep-quant	100			stack		70	70	bar		1	2	dmg-pois	200	1024	1024	hit-skill	Blightburst	15	3	charged	Teleport	255	1	dmg-pois/lvl	64			oskill_hide	Hidden Charm Passive	1	1														0
Golden Wyndlass	870	100		1	1				1	1	85	85	7b8	winged axe		5	5000	dgld	dgld						dmg%		275	350	rep-quant	50			skilltab	14	1	3	ignore-ac		1	1	swing2		30	40	dmg-norm		50	150	mana		50	50	oskill	Redemption	3	3	move2		20	20	oskill_hide	Hidden Charm Passive	1	1										0
Sheera's Knives	871	100		1	1				1	1	1	11	tkf	throwing knife		5	5000	dred	dred						dmg%		60	80	dmg-norm		20	40	stack		50	50	rep-quant	100			ac-hth		100	100	pierce		20	20	red-dmg		6	10	res-all		15	15	oskill_hide	Hidden Charm Passive	1	1														0
Subtle Slice	872	100		1	1				1	1	1	7	tkf	throwing knife		5	5000	lyel	lyel						dmg%		100	150	rep-quant	100			stack		75	75	dmg-norm		4	8	deadly		35	35	dmg-pois	125	55	55	hit-skill	Fire Bolt	15	5	dex		10	10	oskill_hide	Hidden Charm Passive	1	1														0
Splinterbeam	873	100		1	1				1	1	1	4	tkf	Throwing Knife		5	5000	lgld	dgrn						dmg%		65	100	rep-quant	100			swing2		25	25	manasteal		3	6	res-cold		25	35	res-ltng		25	35	reduce-ac		10	15	oskill_hide	Hidden Charm Passive	1	1																		0
Butcher's Paring Knives	874	100		1	1				1	1	85	80	7bk	winged knife		5	5000	blac	blac						dmg%		200	250	skilltab	7	1	2	nec		1	1	oskill	Throwing Mastery	1	1	extra-pois		15	20	pierce-pois		10	15	swing2		15	25	rep-quant	100			oskill_hide	Hidden Charm Passive	1	1														0
Tidrik's Initiator	875	100		1	1				1	1	12	15	bkf	balanced knife		5	5000	oran							dmg%		170	200	rep-quant	100			stack		75	75	dmg-norm		8	20	swing2		25	25	slow		10	10	aura	Blessed Aim	4	4	oskill_hide	Hidden Charm Passive	1	1																		0
Dead Scoffer	876	100		1	1				1	1	1	12	bkf	Balanced Knife		5	5000	blac							dmg-norm		10	20	dmg%		75	110	stack		100	100	heal-kill		8	10	oskill	Raise Skeleton	3	5	dmg-undead		150	200	rep-quant	100			oskill_hide	Hidden Charm Passive	1	1																		0
Swarming Blades	877	100		1	1				1	1	80	80	7tk	flying knife		5	5000	cgrn	cgrn						nec		1	1	skill	Poison Explosion	2	3	dmg%		250	300	pierce-pois		10	15	pierce		20	30	hp		50	100	hit-skill	Quickness	10	1	hit-skill	Blade Sentinel	15	50	hit-skill	Static Field	8	1	rep-quant	100			oskill_hide	Hidden Charm Passive	1	1						0
Silt Runner	878	100		1	1				1	1	25	30	9tk	battle dart		5	5000	dgry	dgry						dmg%		160	220	rep-quant	100			stack		55	55	stupidity		2	2	lifesteal		8	8	move3		35	35	all-stats		20	20	hp		50	65	oskill_hide	Hidden Charm Passive	1	1														0
Darts of Evermeet	879	100		1	1				1	1	39	55	9bk	war dart		5	5000								dmg%		120	150	rep-quant	100			stack		60	60	dmg-norm		50	100	allskills		1	1	extra-fire		15	25	dmg-fire		50	150	att		50	75	dex		15	20	oskill_hide	Hidden Charm Passive	1	1										0
Ravenstar	880	100		1	1				1	1	30	39	9bk	war dart		5	5000	lblu							dmg%		190	240	rep-quant	100			stack		75	75	dmg-cold	50	50	100	manasteal		8	8	cast3		30	30	allskills		1	1	mana		30	50	oskill_hide	Hidden Charm Passive	1	1														0
Pain Harvester	881	100		1	1				1	1	24	37	9bk	War Dart		5	5000	lpur							dmg%		160	200	stack		75	75	att%		50	50	dex		20	20	str		20	20	bar		2	2	nofreeze		1	1	rep-quant	100			oskill_hide	Hidden Charm Passive	1	1														0
Fallen Glory	882	100		1	1				1	1	85	80	7tk	flying knife		5	5000		dred						dmg%		260	325	stack		65	65	rep-quant	100			allskills		2	2	skilltab	13	1	3	swing2		20	20	hit-skill	Starfall	10	20	extra-fire		15	20	oskill_hide	Hidden Charm Passive	1	1														0
Shard of the North Star	883	100		1	1				1	1	70	75	7tk	flying knife		5	5000	lgld	lgld						dmg%		200	300	rep-quant	100			res-all		15	25	lifesteal		5	10	dmg-cold	100	100	200	freeze		1	1	hit-skill	Comet	12	5	extra-cold		10	15	oskill	Winters Gambit	5	5	oskill_hide	Hidden Charm Passive	1	1										0
Frostbite Shard	884	100		1	1				1	1	75	80	7bk	winged knife		5	5000								dmg%		300	375	rep-quant	100			stack		65	65	dmg-cold		250	450	freeze		1	1	dmg/lvl	16			extra-cold		15	30	mana		65	65	oskill_hide	Hidden Charm Passive	1	1														0
Hungerpang	885	100		1	1				1	1	1	11	qui	quilted armor		5	5000				invbody20				ac		30	50	regen		-10	-10	hp		50	100	lifesteal		5	10	regen-mana		40	40																														0
Ashenwrath	886	100		1	1				1	1	1	6	qui	quilted armor		5	5000				invbody5				ac		20	30	nec		1	1	fireskill		1	1	res-fire		35	35	sock		1	2																														0
Ogden's Shroud	887	100		1	1				1	1	1	13	lea	leather armor		5	5000				invbody46				ac		45	65	res-ltng		25	25	balance2		20	20	addxp		2	3	gold%		100	100																														0
JuJu Flame	888	100		1	1				1	1	1	8	lea	leather armor		5	5000				invbody49				ac		30	40	sor		1	1	kill-skill	Teeth	25	4	charged	Fire Bolt	200	17																																		0
Gloomform	889	100		1	1				1	1	12	15	hla	hard leather		5	5000				invbody72				ac		70	85	stupidity		1	1	gethit-skill	Dim Vision	7	2	res-pois		25	35	vit		10	10	sock		1	1																										0
Stinkshroud	890	100		1	1				1	1	1	10	hla	hard leather		5	5000				invbody50				ac		50	65	gethit-skill	Decrepify	8	1	ass		1	1	dmg-pois	50	50	50	res-pois		35	35																														0
Scarab of Protection	891	100		1	1				1	1	12	17	stu	studded leather		5	5000				invbody4				ac		100	115	red-dmg		8	12	res-mag		10	10	res-all		10	20	hp		35	45	block2		15	15																										0
Gemini Coat	892	100		1	1				1	1	1	12	stu	studded leather		5	5000				invbody27				ac%		80	100	ac		25	40	ama		1	1	aura	Might	1	1	dur%		25	25	dmg-norm		5	10																										0
The Shadowed One	893	100		1	1				1	1	12	19	rng	ring mail		5	5000	blac	blac						ac		115	130	light		-3	-3	ass		1	1	move2		20	20	ignore-ac		1	1	mana		25	35																										0
Steelflesh	894	100		1	1				1	1	1	14	rng	ring mail		5	5000				invbody2				ac%		125	200	bar		1	1	dmg%		20	25	red-dmg%		10	15	oskill	Sacrifice	3	5																														0
Red Dragon Scales	895	100		1	1				1	1	6	21	scl	scale mail		5	5000	dred	dred		invbody25				ac		130	150	red-dmg%		10	10	res-fire		20	40	abs-fire%		10	10	pierce-fire		10	10	extra-fire		10	10																										0
Mandrake's Bloom	896	100		1	1				1	1	12	16	scl	scale mail		5	5000								ac%		125	170	pal		1	1	gethit-skill	Bone Armor	5	8	block		10	15	dmg-fire		10	20																														0
Ghostly Chainmail	897	100		1	1				1	1	8	23	chn	chain mail		5	5000		whit						ac		155	175	ethereal		1	1	rep-dur	25			res-cold		30	50	pierce-cold		10	10	extra-cold		10	10																										0
Xanadu Dreams	898	100		1	1				1	1	12	18	chn	chain mail		5	5000				invbody8				ac%		100	200	dru		1	1	dur%		100	100	hit-skill	Dim Vision	5	2	res-all		15	25	lifesteal		3	3																										0
Breastplate of Gond	899	100		1	1				1	1	10	25	brs	breast plate		5	5000	dgrn			invbody70				ac		180	200	pierce-ltng		10	15	abs-ltng%		10	15	extra-ltng		10	15	res-ltng		40	60	dmg-ltng		1	75																										0
Shattering Blow	900	100		1	1				1	1	25	40	brs	breast plate		5	5000				invbody68				ac%		120	150	crush		10	10	deadly		15	15	dmg-norm		10	15	swing1		15	15	ease		100	100																										0
Starsong	901	100		1	1				1	1	17	26	spl	splint mail		5	5000	lgry	lgry						ac		205	220	hp		25	50	mana		25	55	mana-kill		3	5	heal-kill		8	12	res-pois		30	50																										0
Russetfire	902	100		1	1				1	1	17	22	spl	splint mail		5	5000				invbody35				ac		100	150	mag%		35	50	res-fire		40	50	abs-fire%		20	20	aura	Holy Fire	3	5	sock		1	2																										0
Armor of Warmth	903	100		1	1				1	1	25	28	plt	plate mail		5	5000	dred	cred		invbody71				ac		225	250	oskill	Warmth	1	1	att		75	75	vit		10	10	res-cold		30	50																														0
Celestial Revelation	904	100		1	1				1	1	25	35	plt	plate mail		5	5000				invbody21				extra-fire		15	20	extra-cold		15	20	extra-pois		15	20	extra-ltng		15	20	cast1		20	20	ac%		125	150																										0
Dreamscape	905	100		1	1				1	1	17	25	fld	field plate		5	5000	blac	blac						ac		260	300	stupidity		2	2	vit		20	20	block		15	15	block2		30	30	sock		1	2																										0
Obsidian Husk	906	100		1	1				1	1	12	21	fld	field plate		5	5000	blac	blac		invbody43				ac%		250	300	vit		20	30	red-dmg%		5	10	res-fire		30	50																																		0
A Knight's Tale	907	100		1	1				1	1	25	30	gth	gothic plate		5	5000	lgry	lgry						ac		300	350	allskills		1	1	sock		4	4																																						0
Golem's Gain	908	100		1	1				1	1	25	30	gth	gothic plate		5	5000				invbody66				ac%		120	200	str		25	25	oskill	Golem Mastery	5	5	oskill	BloodGolem	2	5	charged	Clay Golem	5	30	res-all		25	25																										0
Kaz's Battle Armor	909	100		1	1				1	1	25	32	ful	full plate mail		5	5000				invbody67				ac		355	400	dmg-norm		5	10	swing1		15	15	balance2		20	20	gethit-skill	Energy Shield	10	3	mana		35	35																										0
Halcyon Shroud	910	100		1	1				1	1	25	28	ful	full plate mail		5	5000				invful				allskills		1	1	res-fire		25	40	res-cold		25	40	res-ltng		25	40	red-dmg		10	20	regen		8	12	ac%		100	200																						0
Greyhawk Dragon	911	100		1	1				1	1	25	34	aar	ancient armor		5	5000	dgry	dgry						ac		400	500	balance3		40	40	heal-kill		5	5	addxp		2	3	sock		2	2	res-all		25	35																										0
Killing Blow	912	100		1	1				1	1	25	30	aar	ancient armor		5	5000	oran	oran						ac%		150	200	dmg-max		25	25	noheal		1	1	bloody		1	1	deadly		15	15	oskill	Attract	2	4	knock		1	1																						0
Weightless Grace	913	100		1	1				1	1	25	36	ltp	light plate		5	5000				invbody53				ac		300	400	ease		-50	-50	dex		25	25	allskills		1	1	gold%		50	50	mag%		35	50	hp		50	60																						0
Madness of Chthulu	914	100		1	1				1	1	25	30	ltp	light plate		5	5000				invbody19				ac		200	250	ease		25	25	all-stats		20	20	rip		1	1	ignore-ac		1	1	gethit-skill	Blightburst	10	1																										0
Rainbow Cloak	915	100		1	1				1	1	25	32	xui	ghost armor		5	5000				invbody23				ac%		100	150	res-all		10	20	allskills		1	1	res-all-max		5	5																																		0
Gillian's Brazier	916	100		1	1				1	1	25	41	xui	ghost armor		5	5000				invbody42				ac%		90	125	ama		1	2	ass		1	2	sor		1	2	dex		35	35	str		25	25	cast2		25	25																						0
Anaconda Skin	917	100		1	1				1	1	26	42	xea	serpentskin armor		5	5000				invbody13				ac%		110	160	crush		10	10	move2		25	25	res-pois		25	35	str		15	15	red-dmg		10	20	red-mag		10	15																						0
Scavanger's Carapace	918	100		1	1				1	1	25	34	xea	serpentskin armor		5	5000				invbody38				ac%		95	130	rep-dur	20			red-dmg%		10	10	res-cold		35	50	res-cold-max		5	5	ac/lvl	10			dmg-und/lvl	24																								0
Torn Flesh of Souls	919	100		1	1				1	1	40	43	xla	demonhide armor		5	5000	dgry	dgry						ac%		120	170	dmg-demon		75	75	nec		1	1	skill-rand	3	66	95	skill-rand	3	66	95	cast2		20	20	mana/lvl	6																								0
The Defiler's Flesh	920	100		1	1				1	1	25	36	xla	demonhide armor		5	5000				invbody24				ac%		100	150	heal-kill		5	8	mag%		40	40	balance2		25	25	cast2		25	25	hp		40	40	oskill	Corpse Explosion	3	3	oskill	Bone Armor	3	3																		0
Lilt of the Dryad	921	100		1	1				1	1	40	44	xtu	trellised armor		5	5000				invbody16				ac%		130	180	swing3		20	20	ama		1	1	skilltab	1	1	2	res-fire		20	40	res-ltng		20	40	slow		15	15																						0
Cold Comfort	922	100		1	1				1	1	28	38	xtu	trellised armor		5	5000	dblu	dblu		invbody57				ac%		110	150	ac		200	250	gethit-skill	Chilling Armor	15	8	res-cold		50	50	pierce-cold		15	15	abs-cold%		10	10	extra-cold		5	10	nofreeze		1	1																		0
Heartbane	923	100		1	1				1	1	35	41	xng	linked mail		5	5000				invbody17				ac%		135	185	dex		15	15	enr		15	15	heal-kill		5	9	addxp		3	3	red-mag		10	15	red-dmg%		10	15	noheal		1	1																		0
Adamantine Mail	924	100		1	1				1	1	40	45	xng	linked mail		5	5000	whit	whit		invrng				ac/lvl	48			ac		150	200	red-dmg%		25	35	sock		3	3	allskills		1	1																														0
The Strongest Link	925	100		1	1				1	1	40	47	xcl	tigulated mail		5	5000				invbody36				ac%		140	190	rep-dur	15			dmg%		20	30	balance2		20	20	manasteal		6	8	dmg-to-mana		8	8	allskills		1	1																						0
Panic of Thousands	926	100		1	1				1	1	50	50	xul	chaos armor		5	5000	cblu	cblu		invscl				ac%		200	250	att-skill	Terror	33	3	swing1		45	45	noheal		1	1	ease		40	40	all-stats		15	15	dur		100	100																						0
Drow Mesh	927	100		1	1				1	1	43	44	xhn	mesh armor		5	5000	blac	blac						ac%		150	200	ease		-25	-25	extra-fire		10	15	res-all		20	30	all-stats		10	10	hp/lvl	8			mana		40	60																						0
Disparate Paths	928	100		1	1				1	1	43	55	xhn	mesh armor		5	5000	oran	oran		invchn				ac%		125	150	dru		1	1	skill-rand	3	221	250	skill-rand	3	221	250	skill-rand	3	221	250	swing1		10	10	res-all		20	30																						0
Tesla's Cuirass	929	100		1	1				1	1	43	47	xrs	cuirass		5	5000	dgry	dgry		invbody39				ac%		160	210	dmg/lvl	2			reduce-ac		10	15	move1		15	15	lifesteal		4	4	sock		2	2																										0
Mother's Milk	930	100		1	1				1	1	43	51	xrs	cuirass		5	5000	lgry	lgry		invbody58				ac%		125	150	ama		1	1	swing2		25	25	skill-rand	3	6	35	ease		-25	-25	balance2		20	20	aura	Concentration	1	6																						0
Brimstone Hearth	931	100		1	1				1	1	43	50	xpl	russet armor		5	5000	dred	dred						ac%		170	220	res-fire		30	50	pierce-fire		20	20	dmg-fire		25	100	nofreeze		1	1	fireskill		2	2	dur		30	30																						0
Scars of the Forefathers	932	100		1	1				1	1	43	55	xpl	russet armor		5	5000	lblu	dblu		invbody28				ac%		125	150	ac/lvl	20			bar		1	1	red-dmg%		15	30	skill-rand	3	126	155	dmg%		40	60	block2		20	20	hit-skill	Life Tap	10	12																		0
Demonspike Coat	933	100		1	1				1	1	43	57	xlt	templar coat		5	5000				invbody63				ac%		180	230	dmg-demon		75	100	demon-heal		25	25	lifesteal		6	6	regen		1	4	thorns/lvl	16																												0
Succulent Sin	934	100		1	1				1	1	42	52	xlt	templar coat		5	5000		dpur		invbody41				ac%		140	165	ass		1	1	skill-rand	4	251	280	skill-rand	3	251	280	oskill	Zeal	1	1	deadly		15	15	vit/lvl	4																								0
Bloodlust Frenzy	935	100		1	1				1	1	50	59	xld	sharktooth armor		5	5000	lgrn	lgrn		invbody56				ac		185	235	swing2		20	20	allskills		1	1	skilltab	13	1	1	skill	Frenzy	2	4	lifesteal		6	8	hp%		10	15																						0
Seaflame	936	100		1	1				1	1	43	55	xld	sharktooth armor		5	5000	oran			invbody59				ac%		150	175	res-all		50	60	red-mag		12	15	heal-kill		8	12	regen		10	12	regen-mana		50	50	mag%		60	60	dur		200	200																		0
Royal Plate	937	100		1	1				1	1	50	60	xth	embossed plate		5	5000				invbody33				ac%		190	240	red-dmg%		15	25	res-mag		10	15	res-all		15	30	cheap		5	10	ease		-15	-15	rep-dur	20																								0
Nightcrawler	938	100		1	1				1	1	43	56	xth	embossed plate		5	5000	blac	blac		invgth				ac		300	500	oskill	Fade	2	4	rip		1	1	sock		4	4	ease		-35	-35																														0
Shambling Mound	939	100		1	1				1	1	60	69	xul	chaos armor		5	5000				invbody65				ac/lvl	40			ac%		100	100	res-pois		40	70	poisonskill		2	2	extra-pois		15	20	move1		10	20	sock		2	2																						0
Evening Sky	940	100		1	1				1	1	43	55	xcl	tigulated mail		5	5000		oran		invbody61				ac%		175	210	dmg-fire		75	150	res-fire		75	75	move3		30	30	cast2		20	20	mana		50	50	hp		50	50																						0
Will of the Zakarum	941	100		1	1				1	1	53	62	xar	ornate armor		5	5000	whit	whit		invbody62				aura	Meditation	6	6	ac%		225	275	red-dmg%		10	15	rep-dur	20			balance2		20	30	gethit-skill	Iron Maiden	18	15	res-all		20	30																						0
Iceskin	942	100		1	1				1	1	50	58	xar	ornate armor		5	5000	cblu	cblu		invaar				ac%		180	215	gethit-skill	Chilling Armor	10	15	gethit-skill	Frozen Orb	15	20	res-cold		100	100	extra-cold		15	20	allskills		1	1	block2		25	25	res-fire		-30	-30																		0
Plate of Fistandantilus	943	100		1	1				1	1	55	63	xtp	mage plate		5	5000				invbody54				ac		400	600	ac%		50	75	allskills		1	1	mana/lvl	8			hp/lvl	8			addxp		1	3	sock		2	3																						0
Serendipity	944	100		1	1				1	1	50	59	xtp	mage plate		5	5000				invbody47				ac%		185	225	ac/lvl	16			allskills		1	1	cast3		30	30	mana		75	75	mag%		30	30	light		1	3	addxp		5	5																		0
Blanket of Stars	945	100		1	1				1	1	58	65	uui	dusk shroud		5	5000				invbody3				skilltab	4	2	2	cast2		25	25	mana		200	200	skill	Energy Shield	5	5	mana%		10	10	ac%		200	275	regen-mana		25	25																						0
Ancient Dragon	946	100		1	1				1	1	59	67	uea	wyrmhide		5	5000				invbody14				ac%		150	225	allskills		1	1	dex		40	40	hp/lvl	16			stupidity		1	1	knock		2	2	dmg%		150	150	red-dmg%		15	15																		0
