index	*ID	version	enabled	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Bluebeard	781	100	1			1	1	74	79	6hx	colossus crossbow		5	5000	dblu	dblu						dmg%		175	200	swing2		20	20	allskills		1	1	mag%		30	30	hp		55	55	dmg-cold	200	75	150	pierce-cold		25	25	extra-cold		20	20	oskill_hide	393	1	1														0
Thor's Bolt	782	100	1			1	1	70	70	6rx	demon crossbow		5	5000				invcbow7				dmg-min		50	75	dmg-max		150	200	dmg-ltng		1	555	gethit-skill	Lightning	8	17	res-ltng		40	50	pierce-ltng		35	35	res-mag		15	15	oskill_hide	393	1	1																		0
Replenishing Bolt Case	783	100	0			1	1	1	6	z02	Bolts		5	5000	oran	oran						dmg-norm		2	8	swing1		10	10	rep-quant	100			oskill_hide	393	1	1																																		0
Bolt Case of Piercing	784	100	1			1	1	1	35	z02	Bolts		5	5000	cblu	cblu						dmg-norm		4	12	swing1		15	15	pierce		15	15	rep-quant	100			oskill_hide	393	1	1																														0
Bolt Case of Slaying	785	100	1			1	1	1	65	z02	Bolts		5	5000	blac	blac						dmg-norm		5	20	swing1		20	20	pierce		15	15	skilltab	0	1	1	rep-quant	100			oskill_hide	393	1	1																										0
Hippogriff Wing	786	100	1			1	1	12	21	jav	javelin		5	5000	dgld	dgld						dmg-norm		20	40	dmg%		65	90	swing1		15	15	allskills		1	1	move1		15	15	rep-quant	100			oskill_hide	393	1	1																						0
Leafrazor	787	100	1			3	1	1	6	jav	javelin		5	5000								dmg%		100	150	rep-quant	100			stack		75	75	dmg-norm		2	4	deadly		35	35	pierce		40	40	skill	Critical Strike	1	2	oskill_hide	393	1	1																		0
Stone Eater	788	100	1			5	1	1	3	jav	Javelin		5	5000	lgry	lgry						dmg-norm		3	8	hp		20	20	ac		45	75	red-dmg		2	4	red-mag		2	4	block		10	15	oskill_hide	393	1	1																						0
Amazon's Kiss	789	100	1			1	1	10	23	pil	pilum		5	5000	lred	lred		invjav2				dmg%		70	100	dmg-norm		25	45	ama		1	1	lifesteal		5	8	stack		150	150	regen		4	8	res-fire		15	30	oskill_hide	393	1	1																		0
Skyglow	790	100	1			3	1	3	15	pil	pilum		5	5000	oran	oran						dmg%		100	165	rep-quant	100			stack		75	75	dmg-fire		8	12	ama		1	1	block2		20	20	heal-kill		5	5	oskill_hide	393	1	1																		0
Luck Chaser	791	100	1			5	1	1	11	pil	Pilum		5	5000				invjav6				dmg%		60	100	bar		1	1	ama		1	1	oskill	critical strike	1	1	swing1		15	15	res-ltng		25	25	stack		75	75	oskill_hide	393	1	1																		0
Chaos Flight	792	100	1			1	1	26	27	ssp	short spear		5	5000	oran	oran						dmg%		75	100	dmg-norm		25	50	rep-quant	100			stack		50	50	rip		1	1	addxp		2	5	ignore-ac		1	1	oskill_hide	393	1	1																		0
Teeth of Infinity	793	100	1			3	1	10	21	ssp	short spear		5	5000				invjav9				dmg%		135	185	rep-quant	100			stack		75	75	oskill	teeth	5	5	charged	Teeth	250	30	swing2		20	20	lifesteal		7	7	oskill_hide	393	1	1																		0
Pridebreaker	794	100	1			5	1	8	17	ssp	Short Spear		5	5000	whit	whit						dmg%		60	100	rep-quant	100			dmg-throw		5	10	dmg-demon		75	75	att		75	75	stack		30	30	oskill_hide	393	1	1																						0
Cadin'Sor	795	100	1			1	1	28	33	glv	glaive		5	5000	blac	blac						dmg%		80	100	dmg-norm		30	55	stack		60	60	res-ltng		20	30	dex		15	15	oskill	Melee Mastery	1	1	res-pois		15	25	oskill_hide	393	1	1																		0
Sting of Humiliation	796	100	1			3	1	16	28	glv	glaive		5	5000								dmg%		160	200	rep-quant	100			stack		100	100	bar		1	1	skill	Double Throw	5	5	howl		129	129	res-all		35	35	oskill_hide	393	1	1																		0
Mind Creche	797	100	1			5	1	12	24	glv	Glaive		5	5000	oran							dmg%		90	120	mana		40	40	ease		-35	-35	cast1		15	15	oskill	poison javelin	1	2	deadly		25	40	stupidity		1	1	oskill_hide	393	1	1																		0
Dancing Scarecrow	798	100	1			1	1	31	37	tsp	throwing spear		5	5000								dmg-norm		40	70	swing1		15	15	balance1		15	15	cast1		15	15	block1		15	15	att		200	200	knock		1	1	pierce		33	33	oskill_hide	393	1	1														0
Splinterfreeze	799	100	1			3	1	18	32	tsp	throwing spear		5	5000	cblu	cblu		invjav1				dmg%		180	200	rep-quant	100			stack		125	125	hit-skill	Frost Nova	100	6	aura	holy freeze	1	3	oskill	frozen orb	1	1	oskill	cold mastery	1	1	mana		75	75	oskill_hide	393	1	1														0
Baba Yaga's Needle	800	100	1			5	1	16	29	tsp	Throwing Spear		5	5000								dmg%		100	145	rep-quant	100			lifesteal		6	8	res-pois		25	40	move2		25	25	stack		40	40	abs-mag		3	7	oskill_hide	393	1	1																		0
Aiel Javelins	801	100	1			1	1	55	54	9ja	war javelin		5	5000								dmg%		100	125	dmg-norm		35	70	dmg/lvl	4			rep-quant	100			swing2		20	20	pierce		25	25	reduce-ac		15	15	oskill_hide	393	1	1																		0
Rhyme of the Bard	802	100	1			3	1	28	37	9ja	war javelin		5	5000	lpur	lpur						dmg%		200	250	rep-quant	100			stack		60	60	charged	Battle Orders	200	3	charged	Shout	200	3	charged	War Cry	200	2	swing3		35	35	oskill_hide	393	1	1																		0
Killing Spree	803	100	1			5	1	24	31	9ja	War Javelin		5	5000	dyel	dyel						dmg%		165	210	rep-quant	20			stack		25	25	res-cold		20	30	res-fire		20	30	heal-kill		12	12	crush		25	25	oskill_hide	393	1	1																		0
Gnomebane	804	100	1			1	1	55	58	9pi	great pilum		5	5000				invjav3				dmg%		100	125	dmg-norm		35	70	dmg/lvl	5			bar		2	2	oskill	Melee Mastery	2	2	stack		65	65	res-ltng		25	35	hp		35	55	oskill_hide	393	1	1														0
Weeping at the Gate	805	100	1			3	1	33	43	9pi	great pilum		5	5000	lgrn	lgrn						dmg%		200	250	rep-quant	100			stack		65	65	mana		65	65	dmg-to-mana		25	25	regen-mana		150	150	red-dmg%		10	15	oskill_hide	393	1	1																		0
Trump of Jericho	806	100	1			5	1	18	35	9pi	Great Pilum		5	5000	lyel	lyel						dmg%		150	200	rep-quant	100			mag%		35	50	ac/lvl	10			swing2		25	25	str		25	25	dex		25	25	oskill_hide	393	1	1																		0
Artimus's Spiculum	807	100	1			1	1	55	61	9s9	simbilan		5	5000	oran	oran						dmg%		100	125	dmg-norm		40	80	dmg/lvl	6			stack		75	75	mag%		35	35	pierce-ltng		25	25	extra-ltng		10	15	oskill_hide	393	1	1																		0
Cursed One	808	100	1			3	1	37	47	9s9	simbilan		5	5000	blac	blac						dmg%		200	250	rep-quant	100			stack		70	70	gethit-skill	Confuse	12	7	regen		-1	-1	dmg/lvl	6			str		15	25	oskill_hide	393	1	1																		0
Hatemonger	809	100	1			5	1	26	38	9s9	Simbilan		5	5000				invjav7				dmg%		140	225	ac-hth		200	256	regen		10	15	manasteal		7	7	lifesteal		7	7	dmg-throw		20	40	oskill	attract	5	5	oskill_hide	393	1	1																		0
Flight of Confusion	810	100	1			1	1	55	65	9gl	spiculum		5	5000	cred	cred						dmg%		110	140	dmg-norm		45	90	dmg/lvl	7			stack		100	100	rep-quant	100			stupidity		2	2	swing2		20	20	red-dmg		15	20	red-mag		25	25	oskill_hide	393	1	1										0
Blessed One	811	100	1			3	1	40	50	9gl	spiculum		5	5000	whit	whit						dmg%		215	265	rep-quant	100			stack		75	75	aura	99	5	15	block		25	25	ac		70	100	all-stats		10	10	allskills		1	1	oskill_hide	393	1	1														0
Warbreeder	812	100	1			5	1	20	41	9gl	Spiculum		5	5000	blac	blac						dmg%		175	235	rep-quant	100			res-all		40	50	hp		75	75	oskill	charged strike	6	6	pierce-ltng		35	35	slow		15	15	dmg-ltng		1	250	oskill_hide	393	1	1														0
Silver-Tipped Harpoons	813	100	1			1	1	55	69	9ts	harpoon		5	5000	whit	whit						dmg%		120	150	dmg-norm		40	80	dmg/lvl	8			stack		45	45	allskills		2	2	res-all		20	30	dmg-undead		200	200	thorns		20	30	dmg-ltng		15	150	oskill_hide	393	1	1										0
Blessings of Osiris	814	100	1			3	1	44	54	9ts	harpoon		5	5000	oran	oran						dmg%		225	270	rep-quant	100			stack		80	80	oskill	lightning fury	3	5	pierce-ltng		10	10	res-ltng		35	60	abs-ltng%		15	15	hp%		10	15	oskill_hide	393	1	1														0
Bowel Twister	815	100	1			5	1	32	45	9ts	Harpoon		5	5000				invjav8				dmg%		180	240	rep-quant	100			stack		100	100	aura	118	9	15	res-ltng		65	65	abs-ltng%		15	25	noheal		1	1	oskill_hide	393	1	1																		0
Jaguar's Claw	816	100	1			1	1	62	70	7ja	hyperion javelin		5	5000	dyel	dyel						dmg%		225	275	rep-quant	100			stack		40	40	reduce-ac		15	20	bloody		1	1	deadly/lvl	8			lifesteal		7	7		393	1	1																		0
Arc of the Rainbow	817	100	1			2	1	45	55	7ja	Hyperion Javelin		5	5000								dmg%		180	250	ac-miss		200	300	dmg-fire		75	200	dmg-ltng		10	300	dmg-cold	200	100	140	swing3		40	40	addxp		5	10	gold%		200	200	oskill_hide	393	1	1														0
Woundripper	818	100	1			2	1	52	61	7pi	stygian pilum		5	5000				invjav10				dmg%		225	275	rep-quant	100			stack		65	65	heal-kill		10	10	noheal		1	1	openwounds		88	88	oskill	plague javelin	5	5	block2		25	25	oskill_hide	393	1	1														0
Summerstrike	819	100	1			1	1	23	23	7pi	Stygian Pilum		5	5000	cred	cred						dmg%		200	250	rep-quant	100			dmg-fire		256	500	abs-fire%		15	25	ethereal		1	1	stack		75	75	oskill_hide	393	1	1																						0
Clockwork Horror	820	100	1			1	1	69	77	7s7	balrog spear		5	5000				invjav4				dmg%		230	280	rep-quant	100			stack		50	50	crush		22	33	howl		41	41	move2		25	25	str/lvl	5			dex/lvl	5			oskill_hide	393	1	1														0
Invisible Stalker	821	100	1			1	1	1	81	7gl	ghost glaive		5	5000								dmg%		250	300	stack		256	256	dmg/lvl	8			allskills		1	1	fade		1	1	oskill	quickness	3	3	move3		60	60	oskill_hide	393	1	1																		0
Spectral Slayer	822	100	1			1	1	20	20	tax	throwing axe		5	5000	dgry	dgry						dmg%		80	80	dmg-norm		20	40	stack		50	50	rep-quant	100			bar		1	1	fade		1	1	ethereal		1	1	oskill_hide	393	1	1																		0
Tonguecutter	823	100	1			3	1	1	10	tax	throwing axe		5	5000				invaxe17				dmg%		100	150	rep-quant	100			stack		75	75	bloody		1	1	lifesteal		5	7	manasteal		5	7	bar		1	1	oskill_hide	393	1	1																		0
Solstice Edge	824	100	1			5	1	1	6	tax	Throwing Axe		5	5000	oran	oran						dmg-throw		4	12	stack		60	60	rep-quant	100			dmg-fire		3	9	mag%		20	30	knock		1	1	oskill_hide	393	1	1																						0
Oakplume	825	100	1			1	1	28	35	bal	balanced axe		5	5000								dmg%		80	120	dmg-norm		30	60	stack		75	75	rep-quant	100			skill	Double Throw	3	3	swing2		20	20	balance2		20	20	res-pois		35	35	lifesteal		6	6	oskill_hide	393	1	1										0
Timbersplitter	826	100	1			3	1	10	27	bal	balanced axe		5	5000	lgrn	lgrn						dmg%		175	200	rep-quant	100			stack		75	75	pierce		25	25	oskill	critical strike	1	1	openwounds		35	35	res-ltng		15	15	abs-ltng%		5	5	oskill_hide	393	1	1														0
Spleen Feaster	827	100	1			5	1	8	22	bal	Balanced Axe		5	5000	dgrn	dgrn						dmg-norm		10	20	stack		60	60	dmg-pois	150	122	122	noheal		1	1	dex		15	15	att%		30	30	deadly		20	40	oskill_hide	393	1	1																		0
Banshee's Cry	828	100	1			1	1	55	50	9ta	francisca		5	5000								dmg%		120	140	dmg-norm		25	50	dmg-throw		25	40	skilltab	13	2	2	howl		122	122	hit-skill	Nova	4	5	slow		25	25	knock		2	2	oskill_hide	393	1	1														0
Despicable Behavior	829	100	1			3	1	32	43	9ta	francisca		5	5000	dblu	dblu						dmg%		200	250	rep-quant	100			stack		60	60	bar		2	2	att%		25	25	swing2		20	20	block3		30	30	hit-skill	Blizzard	5	7	oskill_hide	393	1	1														0
Axes of Jahadra	830	100	1			1	1	55	60	9b8	hurlbat		5	5000	lpur	lpur						dmg%		125	150	dmg-norm		30	60	dmg-throw		30	50	allskills		1	1	mag%		25	35	hit-skill	Fire Wall	3	1	thorns		25	35	red-mag		10	15	oskill_hide	393	1	1														0
Instigator	831	100	1			3	1	45	54	9b8	hurlbat		5	5000	dgld	dgld						dmg%		225	270	rep-quant	100			stack		60	60	bar		2	2	manasteal		6	6	swing2		25	25	balance3		30	30	gethit-skill	Static Field	7	4	oskill_hide	393	1	1														0
Brainraver	832	100	1			5	1	36	47	9b8	Hurlbat		5	5000								dmg%		165	225	rep-quant	100			stack		45	45	swing3		40	40	allskills		1	1	stupidity		2	2	slow		50	50	oskill_hide	393	1	1																		0
Winged Serpent	833	100	1			1	1	72	77	7ta	flying axe		5	5000	cgrn	cgrn						dmg%		250	300	rep-quant	100			stack		70	70	bar		1	2	dmg-pois	200	1024	1024	res-all		25	30	charged	Teleport	255	1	str		20	20	oskill_hide	393	1	1														0
Golden Wyndlass	834	100	1			1	1	80	85	7b8	winged axe		5	5000	dgld	dgld						dmg%		250	300	rep-quant	50			skilltab	14	1	3	ignore-ac		1	1	swing2		20	20	stupidity		2	2	mana		50	50	oskill	redemption	3	3	move2		20	20	oskill_hide	393	1	1										0
Sheera's Knives	835	100	1			1	1	25	22	tkf	throwing knife		5	5000	dred	dred						dmg%		60	80	dmg-norm		20	40	stack		50	50	rep-quant	100			ac-hth		100	100	pierce		20	20	red-dmg		6	10	res-all		15	15	oskill_hide	393	1	1														0
Subtle Slice	836	100	1			3	1	1	7	tkf	throwing knife		5	5000	lyel	lyel						dmg%		100	150	rep-quant	100			stack		75	75	dmg-norm		4	8	deadly		35	35	dmg-pois	125	55	55	gethit-skill	Fire Bolt	14	3	dex		10	10	oskill_hide	393	1	1														0
Splinterbeam	837	100	1			5	1	1	4	tkf	Throwing Knife		5	5000	lgld	dgrn						dmg%		65	100	rep-quant	100			swing2		25	25	manasteal		3	6	res-cold		25	35	res-ltng		25	35	reduce-ac		10	15	oskill_hide	393	1	1																		0
Deadly Needle	838	100	1			1	1	32	38	bkf	balanced knife		5	5000								dmg%		85	105	dmg-norm		25	50	stack		90	90	rep-quant	100			str		15	15	deadly/lvl	9			res-fire		20	30	res-ltng		20	30	oskill_hide	393	1	1														0
Tidrik's Initiator	839	100	1			3	1	8	22	bkf	balanced knife		5	5000	oran							dmg%		170	200	rep-quant	100			stack		75	75	dmg-throw		8	20	swing2		25	25	slow		20	20	aura	108	4	4	str		15	15	ease		-15	-15	oskill_hide	393	1	1										0
Dead Scoffer	840	100	1			5	1	6	19	bkf	Balanced Knife		5	5000	blac							dmg-throw		10	20	dmg%		75	110	stack		100	100	heal-kill		8	10	oskill	raise skeleton	3	5	dmg-undead		350	350	oskill_hide	393	1	1																						0
Swarming Blades	841	100	1			1	1	55	57	9tk	battle dart		5	5000		cblu						dmg%		100	100	dmg/lvl	12			swing3		60	60	stack		100	100	rep-quant		100	20	hp		50	60	res-pois		25	35	reduce-ac		15	15	oskill_hide	393	1	1														0
Silt Runner	842	100	1			3	1	32	42	9tk	battle dart		5	5000	dgry	dgry						dmg%		200	250	rep-quant	100			stack		55	55	stupidity		2	2	lifesteal		8	8	move3		35	35	all-stats		20	20	hp		50	65	oskill_hide	393	1	1														0
Darts of Evermeet	843	100	1			1	1	55	69	9bk	war dart		5	5000								dmg%		120	150	rep-quant	100			stack		60	60	dmg-norm		40	80	allskills		1	1	extra-fire		15	25	dmg-fire		60	120	ac%		20	20	dex		15	20	oskill_hide	393	1	1										0
Ravenstar	844	100	1			3	1	42	52	9bk	war dart		5	5000	lblu							dmg%		220	270	rep-quant	15			stack		75	75	slow		25	25	manasteal		8	8	cast3		30	30	allskills		1	1	mana		30	50	oskill_hide	393	1	1														0
Pain Harvester	845	100	1			5	1	35	45	9bk	War Dart		5	5000	lpur							dmg%		160	200	stack		75	75	att%		50	50	dex		20	20	str		20	20	bar		2	2	nofreeze		1	1	oskill_hide	393	1	1																		0
Fallen Glory	846	100	1			1	1	20	20	7tk	flying knife		5	5000		dred						dmg%		260	325	stack		65	65	rep-quant	100			allskills		2	2	skilltab	12	1	3	swing2		20	20	oskill	Meteor	2	2	oskill	Fire Mastery	2	2	oskill_hide	393	1	1														0
Shard of the North Star	847	100	1			2	1	56	64	7tk	Flying Knife		5	5000	lgld	lgld						dmg%		200	300	rep-quant	100			res-all		25	40	lifesteal		5	10	dmg-elem	300	50	100	freeze		3	3	hit-skill	Meteor	12	8	oskill_hide	393	1	1																		0
Frostbite Shard	848	100	1			1	1	75	80	7bk	winged knife		5	5000								dmg%		275	325	rep-quant	100			stack		65	65	dmg-cold		250	300	freeze		6	6	dmg/lvl	6			res-cold		35	50	mana		65	65	oskill_hide	393	1	1														0
Hungerpang	849	100	1			1	1	1	11	qui	quilted armor		5	5000				invbody20				ac		30	50	regen		-1	-1	hp		65	65	lifesteal		4	6	regen-mana		40	40																														0
Ashenwrath	850	100	1			3	1	1	6	qui	quilted armor		5	5000				invbody5				ac		20	30	nec		1	1	fireskill		1	1	res-fire		35	35	sock		1	2																														0
Ogden's Shroud	851	100	1			1	1	1	13	lea	leather armor		5	5000				invbody46				ac		45	65	res-ltng		25	25	balance2		20	20	addxp		2	3	gold%		100	100																														0
JuJu Flame	852	100	1			3	1	1	8	lea	leather armor		5	5000				invbody49				ac		30	40	sor		1	1	kill-skill	teeth	25	4	charged	Fire Bolt	200	17																																		0
Armor of Gloom	853	100	1			1	1	1	15	hla	hard leather		5	5000				invbody72				ac		70	85	stupidity		1	1	gethit-skill	Dim Vision	7	2	res-pois		25	35	vit		10	10	sock		1	1																										0
Stinkshroud	854	100	1			3	1	1	10	hla	hard leather		5	5000				invbody50				ac		50	65	gethit-skill	Weaken	5	9	ass		1	1	skill-rand	2	252	257	res-pois		35	35																														0
Scarab of Protection	855	100	1			1	1	2	17	stu	studded leather		5	5000				invbody4				ac		100	115	red-dmg		8	12	res-mag		10	10	res-all		10	20	hp		35	45	block2		15	15																										0
Gemini Coat	856	100	1			3	1	1	12	stu	studded leather		5	5000				invbody27				ac%		80	100	ac		25	40	ama		1	1	aura	might	1	1	dur%		25	25	dmg-throw		5	10																										0
The Shadowed One	857	100	1			1	1	4	19	rng	ring mail		5	5000	blac	blac						ac		115	130	light		-3	-3	ass		1	1	move2		20	20	ignore-ac		1	1	mana		25	35																										0
Steelflesh	858	100	1			3	1	1	14	rng	ring mail		5	5000				invbody2				ac%		125	200	bar		1	1	dmg%		20	25	red-dmg%		10	15	oskill	sacrifice	3	5																														0
Red Dragon Scales	859	100	1			1	1	6	21	scl	scale mail		5	5000	dred	dred		invbody25				ac		130	150	red-dmg%		10	15	res-fire		45	65	abs-fire%		10	15	pierce-fire		10	15	extra-fire		10	15																										0
Mandrake's Bloom	860	100	1			3	1	1	16	scl	scale mail		5	5000								ac%		125	170	pal		1	1	gethit-skill	Bone Armor	5	8	block		10	15	dmg-fire		10	20																														0
Ghosly Chainmail	861	100	1			1	1	8	23	chn	chain mail		5	5000		whit						ac		155	175	ethereal		1	1	rep-dur	25			res-cold		30	50	pierce-cold		10	15	extra-cold		10	15																										0
Xanadu Dreams	862	100	1			3	1	3	18	chn	chain mail		5	5000				invbody8				ac%		100	200	dru		1	1	dur%		100	100	hit-skill	Dim Vision	5	2	res-all		15	25	lifesteal		3	3																										0
Breastplate of Gond	863	100	1			1	1	10	25	brs	breast plate		5	5000	dgrn			invbody70				ac		180	200	pierce-ltng		10	15	abs-ltng%		10	15	extra-ltng		10	15	res-ltng		40	60	dmg-ltng		1	75																										0
Shattering Blow	864	100	1			3	1	9	21	brs	breast plate		5	5000				invbody68				ac%		120	150	crush		15	15	deadly		15	15	dmg-norm		5	10	swing1		15	15																														0
Starsong	865	100	1			1	1	12	26	spl	splint mail		5	5000	lgry	lgry						ac		205	220	hp		25	50	mana		25	55	mana-kill		3	5	heal-kill		8	12	res-pois		30	50																										0
Russetfire	866	100	1			3	1	8	22	spl	splint mail		5	5000				invbody35				ac		100	150	mag%		35	50	res-fire		40	50	abs-fire%		20	20	aura	holy fire	3	5	sock		1	2																										0
Armor of Warmth	867	100	1			1	1	12	28	plt	plate mail		5	5000	dred	cred		invbody71				ac		225	250	oskill	warmth	3	5	att		75	75	dex		15	15	enr		15	15																														0
Celestial Revelation	868	100	1			3	1	10	25	plt	plate mail		5	5000				invbody21				extra-fire		15	20	extra-cold		15	20	extra-pois		15	20	extra-ltng		15	20	cast1		20	20	ac%		125	150																										0
Dreamscape	869	100	1			1	1	13	29	fld	field plate		5	5000	blac	blac						ac		260	300	stupidity		2	2	vit		20	20	block		15	15	block2		30	30	sock		1	2																										0
Ion Storm	870	100	1			3	1	12	26	fld	field plate		5	5000	dgrn	dgrn		invbody43				dmg-elem	200	1	65	ac		150	190	addxp		4	7	sock		3	4																																		0
A Knight's Tale	871	100	1			1	1	16	30	gth	gothic plate		5	5000	lgry	lgry						ac		300	350	allskills		1	1	sock		4	4																																						0
Golem's Gain	872	100	1			3	1	12	26	gth	gothic plate		5	5000				invbody66				ac%		120	200	str		25	25	oskill	golem mastery	8	8	oskill	bloodgolem	2	5	charged	Clay Golem	5	30	res-all		25	25																										0
Kaz's Battle Armor	873	100	1			1	1	18	32	ful	full plate mail		5	5000				invbody67				ac		355	400	dmg-norm		5	10	swing1		15	15	balance2		20	20	gethit-skill	Energy Shield	6	3	mana		35	35																										0
Halcyon Shroud	874	100	1			3	1	13	28	ful	full plate mail		5	5000				invful				allskills		1	1	res-fire		25	40	res-cold		25	40	res-ltng		25	40	red-dmg		10	20	regen		8	12	ac%		100	200																						0
Greyhawk Dragon	875	100	1			1	1	19	34	aar	ancient armor		5	5000	dgry	dgry						ac		400	500	balance3		40	40	heal-kill		5	5	addxp		2	3	sock		2	2	res-all		35	35																										0
Killing Blow	876	100	1			3	1	15	30	aar	ancient armor		5	5000	oran	oran						ac%		150	200	dmg-max		25	25	noheal		1	1	bloody		1	1	deadly		33	33	oskill	attract	2	4	knock		1	1																						0
Weightless Grace	877	100	1			1	1	17	36	ltp	light plate		5	5000				invbody53				ac		300	400	ease		-50	-50	dex		25	25	allskills		1	1	gold%		50	50	mag%		35	50	hp		50	60																						0
Madness of Chthulu	878	100	1			3	1	16	30	ltp	light plate		5	5000				invbody19				ac		200	250	ease		25	25	all-stats		20	20	rip		1	1	ignore-ac		1	1	death-skill	poison nova	100	15																										0
Rainbow Cloak	879	100	1			3	1	18	32	xui	ghost armor		5	5000				invbody23				ac%		100	150	res-all		15	25	allskills		1	1	res-all-max		5	5																																		0
Gillian's Brazier	880	100	1			1	1	25	41	xui	ghost armor		5	5000				invbody42				ac%		90	125	ama		1	2	ass		1	2	sor		1	2	dex		35	35	str		25	25	cast2		25	25																						0
