Id	*hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	CannotDesecrate	rightArmItemType	leftArmItemType	canNotUseTwoHandedItems	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	ShieldBlockOverride	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass	TreasureClassChamp	TreasureClassUnique	TreasureClassQuest	TreasureClassDesecrated	TreasureClassDesecratedChamp	TreasureClassDesecratedUnique	TreasureClass(N)	TreasureClassChamp(N)	TreasureClassUnique(N)	TreasureClassQuest(N)	TreasureClassDesecrated(N)	TreasureClassDesecratedChamp(N)	TreasureClassDesecratedUnique(N)	TreasureClass(H)	TreasureClassChamp(H)	TreasureClassUnique(H)	TreasureClassQuest(H)	TreasureClassDesecrated(H)	TreasureClassDesecratedChamp(H)	TreasureClassDesecratedUnique(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
snowyeti1	446	snowyeti1	snowyeti2	0	SnowYeti1	snowyeti1	speed_fast_monprop	snowyeti	Brute		io	1													6	8		5	8	1	40	61	82	brute	brute	10	15	14	13							0	0	0	90	90	94	40	50	50																						1	1												1	1																																					100	85	75	-20	-15	-10		20			75		25				85		40			25	99		2				50	50	50	5	190	227	107	198	33	89	138	45	97	93				264	357	85	110	72	127	105	83	121	94				310	420	85	90	101	178	105	116	169	94				A1	stun	100	32	48	50	100	90	120	50	100	116	154	50	A2	cold	33				33	40	66	50	33	46	77	75															Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
snowyeti2	447	snowyeti1	snowyeti3	1	SnowYeti2	snowyeti2	speed_fast_monprop	snowyeti	Brute		io	1													6	8		6	6	1	41	61	83	brute	brute	10	15	14	13							0	0	0	90	91	95	40	40	40																						1	1												1	1																																					100	85	75	-20	-15	-10		30			75		25				85		40			25	99		2				50	50	50	5	190	228	107	204	31	85	138	43	97	93				264	357	85	110	72	127	105	83	121	94				310	420	85	90	101	178	105	116	169	94				A1	stun	100	46	61	100	100	90	120	100	100	116	154	100	A2	cold	33				33	40	66	50	33	46	77	75															Act 5 H2H B	Act 5 Champ B	Act 5 Unique B					Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B			Act 5 (N) Champ B Desecrated	Act 5 (N) Unique B Desecrated	Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B			Act 5 (H) Champ B Desecrated	Act 5 (H) Unique B Desecrated							0
snowyeti3	448	snowyeti1	snowyeti4	2	SnowYeti3	snowyeti3	speed_fast_monprop	snowyeti	Brute		io	1													6	8		7	7	1	42	62	84	brute	brute	10	15	14	13							0	0	0	90	92	96	40	30	30																						1	1												1	1																																					100	85	75	-15	-10	-5					75						85		40			25	99		2				50	50	50	5	190	227	107	209	35	89	138	43	97	93				155	210	85	110	65	115	95	75	110	85				163	221	85	90	65	115	95	75	110	85				A1	stun	100	61	76	150	100	75	100	150	100	75	100	150																													Act 5 H2H C	Act 5 Champ C	Act 5 Unique C					Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C			Act 5 (N) Champ C Desecrated	Act 5 (N) Unique C Desecrated	Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B			Act 5 (H) Champ B Desecrated	Act 5 (H) Unique B Desecrated							0
snowyeti4	449	snowyeti1		3	SnowYeti4	snowyeti4	speed_fast_monprop	snowyeti	Brute		io	1													6	8		7	7	1	43	63	85	brute	brute	10	15	14	13							0	0	0	90	93	97	40	60	60																						1	1												1	1																																					100	85	75	-15	-10	-5					75						85		40			25	99		2				50	50	50	5	189	228	107	215	34	86	138	41	97	92				155	210	85	110	65	115	95	75	110	85				163	221	85	90	65	115	95	75	110	85				A1	stun	100	74	88	200	100	75	100	200	100	75	100	200																													Act 5 H2H C	Act 5 Champ C	Act 5 Unique C					Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C			Act 5 (N) Champ C Desecrated	Act 5 (N) Unique C Desecrated	Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C			Act 5 (H) Champ C Desecrated	Act 5 (H) Unique C Desecrated							0
wolfrider1	450	wolfrider1	wolfrider2	0	WolfRider1	wolfrider1			Idle		wr														6	8		1	1	2																																																																																																																									2																																																																																									Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
wolfrider2	451	wolfrider1	wolfrider3	1	WolfRider2	wolfrider2			Idle		wr														6	8		1	1	2																																																																																																																									2																																																																																									Act 5 H2H B	Act 5 Champ B	Act 5 Unique B					Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B			Act 5 (N) Champ B Desecrated	Act 5 (N) Unique B Desecrated	Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B			Act 5 (H) Champ B Desecrated	Act 5 (H) Unique B Desecrated							0
wolfrider3	452	wolfrider1		2	WolfRider3	wolfrider3			Idle		wr														6	8		1	1	2																																																																																																																									2																																																																																									Act 5 H2H C	Act 5 Champ C	Act 5 Unique C					Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C			Act 5 (N) Champ C Desecrated	Act 5 (N) Unique C Desecrated	Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C			Act 5 (H) Champ C Desecrated	Act 5 (H) Unique C Desecrated							0
minion1	453	minion1	minion2	0	Minionexp	minion1		minion	Minion		xx	1													4	8		7	10	2	31	58	79	minion	minion	10	15	14	13				70	75	80	15	13	10	50	55	60	15	15	15	50	50	50																			1	1												1	1						1																															100	85	75	-50	-40	-33									25		50	25	25		66	15	99	15	2				50	50	50	5	190	238	101	167	76	96	151	91	111	162				170	213	100	80	83	110	110	77	127	121				200	249	100	68	116	154	110	108	178	121																																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
minion2	454	minion1	minion3	2	Slayerexp	minion2		minion	Minion		xx	1													4	8		7	10	2	33	59	81	minion	minion	10	15	14	13				70	75	80	15	13	10	50	55	60	15	15	15	50	45	45																			1	1												1	1						1																															100	85	75	-50	-40	-33													25		99	15	33	15	2				50	50	50	5	190	237	101	176	77	96	151	91	115	163				170	213	100	80	83	110	110	77	127	121				200	249	100	68	116	154	110	108	178	121																																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
minion3	455	minion1	minion4	1	IceBoar	minion3		minion	Minion		xx	1													4	8		7	10	2	35	60	80	minion	minion	10	15	14	13				70	75	80	15	13	10	50	55	60	15	15	15	50	40	40																			1	1												1	1						1																															100	85	75	-50	-40	-33													25		33	15	99	15	2				50	50	50	5	189	237	101	186	78	96	151	91	114	162				100	125	100	80	75	100	100	70	115	110				105	131	100	68	75	100	100	70	115	110																																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B					Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B			Act 5 (N) Champ B Desecrated	Act 5 (N) Unique B Desecrated	Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B			Act 5 (H) Champ B Desecrated	Act 5 (H) Unique B Desecrated							0
minion4	456	minion1	minion5	3	FireBoar	minion4		minion	Minion		xx	1													4	8		7	10	2	36	60	81	minion	minion	10	15	14	13				70	75	80	15	13	10	50	55	60	15	15	15	50	35	35																			1	1												1	1						1																															100	85	75	-50	-40	-33													25		99	15	33	15	2				50	50	50	5	190	237	101	191	74	96	151	87	114	164				170	213	100	80	83	110	110	77	127	121				200	249	100	68	116	154	110	108	178	121																																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B					Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B			Act 5 (N) Champ B Desecrated	Act 5 (N) Unique B Desecrated	Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B			Act 5 (H) Champ B Desecrated	Act 5 (H) Unique B Desecrated							0
minion5	457	minion1	minion6	4	HellSpawn	minion5		minion	Minion		xx	1													4	8		7	10	2	37	62	81	minion	minion	10	15	14	13				70	75	80	15	13	10	50	55	60	15	15	15	50	60	60																			1	1							1					1	1						1																															100	85	75	-50	-40	-33													33		99	15	33	15	2				50	50	50	5	190	237	101	197	74	96	151	92	114	163				170	213	100	80	83	110	110	77	127	121				200	249	100	68	116	154	110	108	178	121																																														Act 5 H2H C	Act 5 Champ C	Act 5 Unique C					Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C			Act 5 (N) Champ C Desecrated	Act 5 (N) Unique C Desecrated	Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B			Act 5 (H) Champ B Desecrated	Act 5 (H) Unique B Desecrated							0
minion6	458	minion1	minion7	5	IceSpawn	minion6		minion	Minion		xx	1													4	8		7	10	2	40	64	81	minion	minion	10	15	14	13				70	75	80	15	13	10	50	55	60	15	15	15	50	45	45																			1	1												1	1						1																															100	85	75	-50	-40	-33													33		33	15	99	15	2				50	50	50	5	190	237	101	214	77	97	151	93	117	163				100	125	100	80	75	100	100	70	115	110				105	131	100	68	75	100	100	70	115	110																																														Act 5 H2H C	Act 5 Champ C	Act 5 Unique C					Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C			Act 5 (N) Champ C Desecrated	Act 5 (N) Unique C Desecrated	Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B			Act 5 (H) Champ B Desecrated	Act 5 (H) Unique B Desecrated							0
minion7	459	minion1	minion8	6	GreaterHellSpawn	minion7		minion	Minion		xx	1													6	10		7	10	2	41	65	82	minion	minion	10	15	14	13				70	75	80	15	13	10	50	55	60	15	15	15	50	50	50																			1	1							1					1	1						1																															100	85	75	-50	-40	-33													33		99	15	33	15	2				50	50	50	5	190	236	101	220	74	97	151	89	112	163				100	125	100	80	75	100	100	70	115	110				105	131	100	68	75	100	100	70	115	110																																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B					Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B			Act 5 (N) Champ B Desecrated	Act 5 (N) Unique B Desecrated	Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C			Act 5 (H) Champ C Desecrated	Act 5 (H) Unique C Desecrated							0
minion8	460	minion1	minion9	7	GreaterIceSpawn	minion8		minion	Minion		xx	1													6	10		7	10	2	42	66	82	minion	minion	10	15	14	13				70	75	80	15	13	10	50	55	60	15	15	15	50	55	55																			1	1												1	1						1																															100	85	75	-50	-40	-33													33		33	15	99	15	2				50	50	50	5	190	237	101	226	77	97	151	93	116	163				100	125	100	80	75	100	100	70	115	110				105	131	100	68	75	100	100	70	115	110																																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B					Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B			Act 5 (N) Champ B Desecrated	Act 5 (N) Unique B Desecrated	Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C			Act 5 (H) Champ C Desecrated	Act 5 (H) Unique C Desecrated							0
suicideminion1	461	suicideminion1	suicideminion2	0	FanaticMinion	suicideminion1	speed_slow_monprop	minion	SuicideMinion		xy	1													2	2		10	10	2	31	58	79	suicideminion	suicideminion	11	15	14	13				15	15	15	5	5	5	50	60	70	4	4	4																						1	1												1							1																															100	85	75	-50	-40	-33			25						25				25		66	15	99	15	2				50	50	50	5	38	57	84	178	100	150								20	40	85	70	100	150								21	42	85	59	100	150																																																																													0
suicideminion2	462	suicideminion1	suicideminion3	1	BerserkSlayer	suicideminion2	speed_slow_monprop	minion	SuicideMinion		xy	1													2	2		10	10	2	33	59	79	suicideminion	suicideminion	11	15	14	13				15	15	15	5	5	5	50	60	70	4	4	4																						1	1												1							1																															100	85	75	-50	-40	-33			30						30				25		99	15	33	15	2				50	50	50	5	39	58	84	188	100	150								20	40	85	70	100	150								21	42	85	59	100	150																																																																													0
suicideminion3	463	suicideminion1	suicideminion4	2	ConsumedIceBoar	suicideminion3	speed_slow_monprop	minion	SuicideMinion		xy	1													2	2		10	10	2	35	60	80	suicideminion	suicideminion	11	15	14	13				15	15	15	5	5	5	50	60	70	4	4	4																						1	1												1							1																															100	85	75	-50	-40	-33			35						35				25		33	15	99	15	2				50	50	50	5	38	57	84	198	100	150								20	40	85	70	100	150								21	42	85	59	100	150																																																																													0
suicideminion4	464	suicideminion1	suicideminion5	3	ConsumedFireBoar	suicideminion4	speed_slow_monprop	minion	SuicideMinion		xy	1													2	2		10	10	2	36	61	80	suicideminion	suicideminion	11	15	14	13				15	15	15	5	5	5	50	60	70	4	4	4																						1	1												1							1																															100	85	75	-50	-40	-33			40						40				25		99	15	33	15	2				50	50	50	5	38	57	84	204	100	150								20	40	85	70	100	150								21	42	85	59	100	150																																																																													0
suicideminion5	465	suicideminion1	suicideminion6	4	FrenziedHellSpawn	suicideminion5	speed_slow_monprop	minion	SuicideMinion		xy	1													2	2		10	10	2	37	62	81	suicideminion	suicideminion	11	15	14	13				15	15	15	5	5	5	50	60	70	4	4	4																						1	1							1					1							1																															100	85	75	-50	-40	-33		20	70					20	99				33	20	99	15	33	15	2				50	50	50	5	39	57	84	210	100	150								20	40	85	70	100	150								21	42	85	59	100	150																																																																													0
suicideminion6	466	suicideminion1	suicideminion7	5	FrenziedIceSpawn	suicideminion6	speed_slow_monprop	minion	SuicideMinion		xy	1													2	2		10	10	2	40	64	81	suicideminion	suicideminion	11	15	14	13				15	15	15	5	5	5	50	60	70	4	4	4																						1	1												1							1																															100	85	75	-50	-40	-33			35						35				33		33	15	99	15	2				50	50	50	5	38	58	84	228	100	150								34	68	85	70	110	165								40	80	85	59	154	231																																																																													0
suicideminion7	467	suicideminion1	suicideminion8	6	InsaneHellSpawn	suicideminion7	speed_slow_monprop	minion	SuicideMinion		xy	1													2	2		10	10	2	41	65	82	suicideminion	suicideminion	11	15	14	13				15	15	15	5	5	5	50	60	70	4	4	4																						1	1							1					1							1																															100	85	75	-50	-40	-33			40						40				33		99	15	33	15	2				50	50	50	5	39	58	84	234	100	150								20	40	85	70	100	150								21	42	85	59	100	150																																																																													0
suicideminion8	468	suicideminion1	suicideminion9	7	InsaneIceSpawn	suicideminion8	speed_slow_monprop	minion	SuicideMinion		xy	1													2	2		10	10	1	42	66	82	suicideminion	suicideminion	11	15	14	13				15	15	15	5	5	5	50	60	70	4	4	4																						1	1												1							1																															100	85	75	-50	-40	-33		20	70					20	99				33	20	33	15	99	15	2				50	50	50	5	39	57	84	241	100	150								20	40	85	70	100	150								21	42	85	59	100	150																																																																													0
succubus1	469	succubus1	succubus2	0	Succubusexp	succubus1		succubus	Succubus		0B	1	1												4	6		10	10	1	32	61	82	succubus	succubus	10	15	14	13				90	91	93	50	25	10	50	50	50	15	20	20	15	13	11	15	15	15	3	3	4		50	80										1	1							1	1				1	1						1							Defense Curse	S2	1	SuccubusBolt	S2	1	SuccubusBolt	S2	1																100	85	75	-50	-40	-33													10		99	50	50	25	2				42	42	42	5	96	152	107	121	46	86	125							102	153	115	90	55	99	171							120	181	115	77	77	139	171							A2	mag	100	40	75		100	48	90		100	62	116																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
succubus2	470	succubus1	succubus3	1	VileTemptress	succubus2		succubus	Succubus		0B	1	1												4	8		11	11	1	34	61	82	succubus	succubus	10	15	14	13				90	91	94	50	25	10	50	50	50	20	25	25	15	13	11	15	15	15	3	3	4		50	80										1	1							1	1				1	1						1							Defense Curse	S2	1	SuccubusBolt	S2	1	SuccubusBolt	S2	1																100	85	75	-50	-40	-33													10		66	50	50	99	2				44	44	44	5	95	152	107	127	46	82	125							60	90	115	90	50	90	155							63	95	115	77	50	90	155							A2	mag	100	40	75		100	40	75		100	40	75																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
succubus3	471	succubus1	succubus4	2	StygianHarlot	succubus3		succubus	Succubus		0B	1	1												6	8		12	12	1	35	62	83	succubus	succubus	10	15	14	13				90	92	94	50	25	10	50	50	50	25	25	25	15	13	11	15	15	15	3	3	4		50	80										1	1							1	1				1	1						1							Defense Curse	S2	2	SuccubusBolt	S2	1	SuccubusBolt	S2	1																100	85	75	-50	-40	-33													10		66	99	50	25	2				46	46	46	5	95	152	107	131	46	87	126							60	90	115	90	50	90	155							63	95	115	77	50	90	155							A2	mag	100	40	75		100	40	75		100	40	75																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B					Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B			Act 5 (N) Champ B Desecrated	Act 5 (N) Unique B Desecrated	Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B			Act 5 (H) Champ B Desecrated	Act 5 (H) Unique B Desecrated							0
succubus4	472	succubus1	succubus5	3	Hell Temptress	succubus4		succubus	Succubus		0B	1	1												6	10		13	13	1	40	63	84	succubus	succubus	10	15	14	13				90	92	95	50	25	10	50	50	50	25	25	25	15	13	11	15	15	15	3	3	4		50	80										1	1							1	1				1	1						1							Defense Curse	S2	2	SuccubusBolt	S2	1	SuccubusBolt	S2	1																100	85	75	-50	-40	-33													99		66	50	50	25	2				50	50	50	5	96	152	107	150	45	85	125							102	153	115	90	55	99	171							120	181	115	77	77	139	171							A2	mag	100	40	75		100	48	90		100	62	116																														Act 5 H2H C	Act 5 Champ C	Act 5 Unique C					Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B			Act 5 (N) Champ B Desecrated	Act 5 (N) Unique B Desecrated	Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B			Act 5 (H) Champ B Desecrated	Act 5 (H) Unique B Desecrated							0
