description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
GEM STACK - 3 Chipped-Diamond = 3 Stacked Chipped-Diamond	1				0					3	gcw,qty=3							1cw,qty=3																																																																																							0
GEM STACK - 3 Perfect-Skull = 3 Stacked Perfect-Skull	1				0					3	skz,qty=3							1kz,qty=3																																																																																							0
GEM STACK - 3 Flawless-Skull = 3 Stacked Flawless-Skull	1				0					3	skl,qty=3							1kl,qty=3																																																																																							0
GEM STACK - 3 Skull= 3 Stacked Skull	1				0					3	sku,qty=3							1ku,qty=3																																																																																							0
GEM STACK - 3 Flawed-Skull = 3 Stacked Flawed-Skull	1				0					3	skf,qty=3							1kf,qty=3																																																																																							0
GEM STACK - 3 Chipped-Skull = 3 Stacked Chipped-Skull	1				0					3	skc,qty=3							1kc,qty=3																																																																																							0
GEM UNSTACK - Stacked Perfect-Amethyst = Unstacked Perfect-Amethyst	1				0	18	70	1		1	1pv							gpv																																																																																							0
GEM UNSTACK - Stacked Flawless-Amethyst = Unstacked Flawless-Amethyst	1				0	18	70	1		1	1zv							gzv																																																																																							0
GEM UNSTACK - Stacked Amethyst = Unstacked Amethyst	1				0	18	70	1		1	1sv							gsv																																																																																							0
GEM UNSTACK - Stacked Flawed-Amethyst = Unstacked Flawed-Amethyst	1				0	18	70	1		1	1fv							gfv																																																																																							0
GEM UNSTACK - Stacked Chipped-Amethyst = Unstacked Chipped-Amethyst	1				0	18	70	1		1	1cv							gcv																																																																																							0
GEM UNSTACK - Stacked Perfect-Topaz= Unstacked Perfect-Topaz	1				0	18	70	1		1	1py							gpy																																																																																							0
GEM UNSTACK - Stacked Flawless-Topaz = Unstacked Flawless-Topaz	1				0	18	70	1		1	1ly							gly																																																																																							0
GEM UNSTACK - Stacked Topaz = Unstacked Topaz	1				0	18	70	1		1	1sy							gsy																																																																																							0
GEM UNSTACK - Stacked Flawed-Topaz = Unstacked Flawed-Topaz	1				0	18	70	1		1	1fy							gfy																																																																																							0
GEM UNSTACK - Stacked Chipped-Topaz = Unstacked Chipped-Topaz	1				0	18	70	1		1	1cy							gcy																																																																																							0
GEM UNSTACK - Stacked Perfect-Sapphire = Unstacked Perfect-Sapphire	1				0	18	70	1		1	1pb							gpb																																																																																							0
GEM UNSTACK - Stacked Flawless-Sapphire = Unstacked Flawless-Sapphire	1				0	18	70	1		1	1lb							glb																																																																																							0
GEM UNSTACK - Stacked Sapphire = Unstacked Sapphire	1				0	18	70	1		1	1sb							gsb																																																																																							0
GEM UNSTACK - Stacked Flawed-Sapphire = Unstacked Flawed-Sapphire	1				0	18	70	1		1	1fb							gfb																																																																																							0
GEM UNSTACK - Stacked Chipped-Sapphire = Unstacked Chipped-Sapphire	1				0	18	70	1		1	1cb							gcb																																																																																							0
GEM UNSTACK - Stacked Perfect-Emerald = Unstacked Perfect-Emerald	1				0	18	70	1		1	1pg							gpg																																																																																							0
GEM UNSTACK - Stacked Flawless-Emerald = Unstacked Flawless-Emerald	1				0	18	70	1		1	1lg							glg																																																																																							0
GEM UNSTACK - Stacked Emerald = Unstacked Emerald	1				0	18	70	1		1	1sg							gsg																																																																																							0
GEM UNSTACK - Stacked Flawed-Emerald = Unstacked Flawed-Emerald	1				0	18	70	1		1	1fg							gfg																																																																																							0
GEM UNSTACK - Stacked Chipped-Emerald = Unstacked Chipped-Emerald	1				0	18	70	1		1	1cg							gcg																																																																																							0
GEM UNSTACK - Stacked Perfect-Ruby = Unstacked Perfect-Ruby	1				0	18	70	1		1	1pr							gpr																																																																																							0
GEM UNSTACK - Stacked Flawless-Ruby = Unstacked Flawless-Ruby	1				0	18	70	1		1	1lr							glr																																																																																							0
GEM UNSTACK - Stacked Ruby = Unstacked Ruby	1				0	18	70	1		1	1sr							gsr																																																																																							0
GEM UNSTACK - Stacked Flawed-Ruby = Unstacked Flawed-Ruby	1				0	18	70	1		1	1fr							gfr																																																																																							0
GEM UNSTACK - Stacked Chipped-Ruby = Unstacked Chipped-Ruby	1				0	18	70	1		1	1cr							gcr																																																																																							0
GEM UNSTACK - Stacked Perfect-Diamond = Unstacked Perfect-Diamond	1				0	18	70	1		1	1pw							gpw																																																																																							0
GEM UNSTACK - Stacked Flawless-Diamond = Unstacked Flawless Diamond	1				0	18	70	1		1	1lw							glw																																																																																							0
GEM UNSTACK - Stacked Diamond = Unstacked Diamond	1				0	18	70	1		1	1sw							gsw																																																																																							0
GEM UNSTACK - Stacked Flawed-Diamond = Unstacked Flawed-Diamond	1				0	18	70	1		1	1fw							gfw																																																																																							0
GEM UNSTACK - Stacked Chipped-Diamond = Unstacked Chipped-Diamond	1				0	18	70	1		1	1cw							gcw																																																																																							0
GEM UNSTACK - Stacked Perfect-Skull = Unstacked Perfect-Skull	1				0	18	70	1		1	1kz							skz																																																																																							0
GEM UNSTACK - Stacked Flawless-Skull = Unstacked Flawless-Skull	1				0	18	70	1		1	1kl							skl																																																																																							0
GEM UNSTACK - Stacked Skull = Unstacked Skull	1				0	18	70	1		1	1ku							sku																																																																																							0
GEM UNSTACK - Stacked Flawed-Skull = Unstacked Flawed-Skull	1				0	18	70	1		1	1kf							skf																																																																																							0
GEM UNSTACK - Stacked Chipped-Skull= Unstacked Chipped-Skull	1				0	18	70	1		1	1kc							skc																																																																																							0
GEMBAG CHANGE GRABBER - Chipped-Topaz Grabber = Flawed-Topaz Grabber	1				0					1	ctg							ltg																																																																																							0
GEMBAG CHANGE GRABBER - Flawed-Topaz Grabber = Topaz Grabber	1				0					1	ltg							stg																																																																																							0
GEMBAG CHANGE GRABBER - Topaz Grabber = Flawless-Topaz Grabber	1				0					1	stg							ftg																																																																																							0
GEMBAG CHANGE GRABBER - Flawless-Topaz Grabber = Perfect-Topaz Grabber	1				0					1	ftg							ptg																																																																																							0
GEMBAG CHANGE GRABBER - Perfect-Topaz Grabber = Chipped-Topaz Grabber	1				0					1	ptg							ctg																																																																																							0
GEMBAG CHANGE GRABBER - Chipped-Sapphire Grabber = Flawed-Sapphire Grabber	1				0					1	csg							lsg																																																																																							0
GEMBAG CHANGE GRABBER - Flawed-Sapphire Grabber = Sapphire Grabber	1				0					1	lsg							ssg																																																																																							0
GEMBAG CHANGE GRABBER - Sapphire Grabber = Flawless-Sapphire Grabber	1				0					1	ssg							fsg																																																																																							0
GEMBAG CHANGE GRABBER - Flawless-Sapphire Grabber = Perfect-Sapphire Grabber	1				0					1	fsg							psg																																																																																							0
GEMBAG CHANGE GRABBER - Perfect-Sapphire Grabber = Chipped-Sapphire Grabber	1				0					1	psg							csg																																																																																							0
GEMBAG CHANGE GRABBER - Chipped-Ruby Grabber = Flawed-Ruby Grabber	1				0					1	crg							arg																																																																																							0
GEMBAG CHANGE GRABBER - Flawed-Ruby Grabber = Ruby Grabber	1				0					1	arg							srg																																																																																							0
GEMBAG CHANGE GRABBER - Ruby Grabber = Flawless-Ruby Grabber	1				0					1	srg							frg																																																																																							0
GEMBAG CHANGE GRABBER - Flawless-Ruby Grabber = Perfect-Ruby Grabber	1				0					1	frg							prg																																																																																							0
GEMBAG CHANGE GRABBER - Perfect-Ruby Grabber = Chipped-Ruby Grabber	1				0					1	prg							crg																																																																																							0
GEMBAG CHANGE GRABBER - Chipped-Emerald Grabber = Flawed-Emerald Grabber	1				0					1	ceg							eeg																																																																																							0
GEMBAG CHANGE GRABBER - Flawed-Emerald Grabber = Emerald Grabber	1				0					1	eeg							seg																																																																																							0
GEMBAG CHANGE GRABBER - Emerald Grabber = Flawless-Emerald Grabber	1				0					1	seg							feg																																																																																							0
GEMBAG CHANGE GRABBER - Flawless-Emerald Grabber = Perfect-Emerald Grabber	1				0					1	feg							peg																																																																																							0
GEMBAG CHANGE GRABBER - Perfect-Emerald Grabber = Chipped-Emerald Grabber	1				0					1	peg							ceg																																																																																							0
GEMBAG CHANGE GRABBER - Chipped-Diamond Grabber = Flawed-Diamond Grabber	1				0					1	cdg							ldg																																																																																							0
