Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	*ItemProbSum	*ItemProbTotal	*TreasureClassDropChance	firstLadderSeason	lastLadderSeason	noAlwaysSpawn	*eol
Act 5 (N) LT	40	66	-3	512	654	972	1024	0	Act 5 (N) LT Item	2	Act 5 (N) Cpot C	1																							0
Act 1 (N) LT Swarm	41	42	-2	512	654	972	1024	0	Act 1 (N) LT Item	1	Act 1 (N) Cpot C	1																							0
Act 2 (N) LT Swarm	41	46	-2	512	654	972	1024	0	Act 2 (N) LT Item	1	Act 2 (N) Cpot C	1																							0
Act 3 (N) LT Swarm	41	51	-2	512	654	972	1024	0	Act 3 (N) LT Item	1	Act 3 (N) Cpot C	1																							0
Act 4 (N) LT Swarm	41	60	-2	512	654	972	1024	0	Act 4 (N) LT Item	1	Act 4 (N) Cpot B	1																							0
Act 5 (N) LT Swarm	41	66	-2	512	654	972	1024	0	Act 5 (N) LT Item	1	Act 5 (N) Cpot C	1																							0
Act 1 (H) Super Ax	19	67	-3	512	654	972	1024	0	Act 1 (H) Uitem A	2	Act 1 (H) Cpot A	1																							0
Act 1 (H) Super Bx	19	67	-3	512	654	972	1024	0	Act 1 (H) Uitem B	2	Act 1 (H) Cpot B	1																							0
Act 1 (H) Super Cx	19	68	-3	512	654	972	1024	0	Act 1 (H) Uitem C	2	Act 1 (H) Cpot C	1																							0
Act 2 (H) Super Ax	19	68	-3	512	654	972	1024	0	Act 2 (H) Uitem A	2	Act 2 (H) Cpot A	1																							0
Act 2 (H) Super Bx	19	69	-3	512	654	972	1024	0	Act 2 (H) Uitem B	2	Act 2 (H) Cpot B	1																							0
Act 2 (H) Super Cx	19	72	-3	512	654	972	1024	0	Act 2 (H) Uitem C	2	Act 2 (H) Cpot C	1																							0
Act 3 (H) Super Ax	19	73	-3	512	654	972	1024	0	Act 3 (H) Uitem A	2	Act 3 (H) Cpot A	1																							0
Act 3 (H) Super Bx	19	75	-3	512	654	972	1024	0	Act 3 (H) Uitem B	2	Act 3 (H) Cpot B	1																							0
Act 3 (H) Super Cx	19	78	-3	512	654	972	1024	0	Act 3 (H) Uitem C	2	Act 3 (H) Cpot C	1																							0
Act 4 (H) Super Ax	19	81	-3	512	654	972	1024	0	Act 4 (H) Uitem A	2	Act 4 (H) Cpot A	1																							0
Act 4 (H) Super Bx	19	84	-3	512	654	972	1024	0	Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	1																							0
Act 4 (H) Super Cx	19	87	-3	512	654	972	1024	0	Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	1																							0
Act 5 (H) Super Ax	19	90	-3	512	654	972	1024	0	Act 5 (H) Uitem A	2	Act 5 (H) Cpot A	1																							0
Act 5 (H) Super Bx	19	93	-3	512	654	972	1024	0	Act 5 (H) Uitem B	2	Act 5 (H) Cpot B	1																							0
Act 5 (H) Super Cx	19	96	-3	512	654	972	1024	0	Act 5 (H) Uitem C	2	Act 5 (H) Cpot C	1																							0
Act 1 (H) LT	40	68	-3	512	654	972	1024	0	Act 1 (H) LT Item	2	Act 1 (H) Cpot C	1																							0
Act 2 (H) LT	40	72	-3	512	654	972	1024	0	Act 2 (H) LT Item	2	Act 2 (H) Cpot C	1																							0
Act 3 (H) LT	40	78	-3	512	654	972	1024	0	Act 3 (H) LT Item	2	Act 3 (H) Cpot C	1																							0
Act 4 (H) LT	40	87	-3	512	654	972	1024	0	Act 4 (H) LT Item	2	Act 4 (H) Cpot B	1																							0
Act 5 (H) LT	40	96	-3	512	654	972	1024	0	Act 5 (H) LT Item	2	Act 5 (H) Cpot C	1																							0
Act 1 (H) LT Swarm	41	68	-2	512	654	972	1024	0	Act 1 (H) LT Item	1	Act 1 (H) Cpot C	1																							0
Act 2 (H) LT Swarm	41	72	-2	512	654	972	1024	0	Act 2 (H) LT Item	1	Act 2 (H) Cpot C	1																							0
Act 3 (H) LT Swarm	41	78	-2	512	654	972	1024	0	Act 3 (H) LT Item	1	Act 3 (H) Cpot C	1																							0
Act 4 (H) LT Swarm	41	87	-2	512	654	972	1024	0	Act 4 (H) LT Item	1	Act 4 (H) Cpot B	1																							0
Act 5 (H) LT Swarm	41	96	-2	512	654	972	1024	0	Act 5 (H) LT Item	1	Act 5 (H) Cpot C	1																							0
Cow King Item			5					0	Act 1 Uitem C	3	Act 1 Melee B	6																							0
Cow King Item Desecrated A			5					0	Act 4 Uitem B	3	Act 4 Melee B	6																							0
Cow King Item Desecrated B			5					0	Act 1 (N) Uitem A	3	Act 1 (N) Melee A	6																							0
Cow King Item Desecrated C			5					0	Act 3 (N) Uitem A	3	Act 3 (N) Melee A	6																							0
Cow King Item (N)			5					0	Act 1 (H) Uitem C	1	Act 1 (N) Melee B	2																							0
Cow King Item (N) Desecrated A			5					0	Act 1 (H) Uitem C	3	Act 1 (H) Melee B	6																							0
Cow King Item (N) Desecrated C			5					0	Act 3 (H) Uitem C	3	Act 3 (H) Melee B	6																							0
Cow King Item (H)			5					0	Act 1 (H) Uitem C	1	Act 1 (H) Melee B	2																							0
Cow King Item (H) Desecrated A			5					0	Act 4 (H) Uitem B	3	Act 4 (H) Melee B	6																							0
Cow King Item (H) Desecrated B			5					0	Act 5 (H) Uitem A	3	Act 5 (H) Melee A	6																							0
Cow King Item (H) Desecrated C			5					0	Act 5 (H) Uitem B	3	Act 5 (H) Melee B	6																							0
Cow King Item (H) Desecrated D			5					0	Act 5 (H) Uitem C	3	Act 5 (H) Melee C	6																							0
Cow King			-1	850	983	983	1024	0	Cow King Item	1																									0
Cow King Desecrated A	33	31	-2	850	983	983	1024	0	Corruption Orb	1	Cow King Item Desecrated A	1																							0
Cow King Desecrated B	33	40	-2	850	983	983	1024	0	Corruption Orb	1	Cow King Item Desecrated B	1																							0
Cow King Desecrated C	33	48	-2	850	983	983	1024	0	Corruption Orb	1	Cow King Item Desecrated C	1																							0
Cow King (N)			-1	850	983	983	1024	0	Cow King Item (N)	1																									0
Cow King (N) Desecrated A	33	67	-3	850	983	983	1024	0	Corruption Orb	1	Sunder Charms	1	Cow King Item (N) Desecrated A	1																					0
Cow King (N) Desecrated C	33	73	-3	850	983	983	1024	0	Corruption Orb	1	Sunder Charms	1	Cow King Item (N) Desecrated C	1																					0
Cow King (H)			-1	850	983	983	1024	0	Cow King Item (H)	1																									0
Cow King (H) Desecrated A	33	86	-4	850	983	983	1024	0	Corruption Orb	1	Shadow Orb	1	Sunder Charms	1	Cow King Item (H) Desecrated A	1																			0
Cow King (H) Desecrated B	33	90	-4	850	983	983	1024	0	Corruption Orb	1	Shadow Orb	1	Sunder Charms	1	Cow King Item (H) Desecrated B	1																			0
Cow King (H) Desecrated C	33	93	-4	850	983	983	1024	0	Corruption Orb	1	Shadow Orb	1	Sunder Charms	1	Cow King Item (H) Desecrated C	1																			0
Cow King (H) Desecrated D	33	96	-4	850	983	983	1024	0	Corruption Orb	1	Shadow Orb	1	Sunder Charms	1	Cow King Item (H) Desecrated D	1																			0
Duriel - Base Item			7					5	Gold 1.5x	5	Act 3 Equip A	19	Act 3 Junk	15	Act 3 Good	3																			0
Duriel - Base Item Desecrated A			7					5	Gold 1.5x	11	Act 3 Equip B	19	Act 3 Junk	15	Act 3 Good	3																			0
Duriel - Base Item Desecrated B			7					5	Gold 1.5x	11	Act 5 Equip B	19	Act 5 Junk	15	Act 5 Good	3																			0
Duriel - Base Item Desecrated C			7					5	Gold 1.5x	11	Act 3 (N) Equip A	19	Act 3 (N) Junk	15	Act 3 (N) Good	3																			0
Duriel (N) - Base Item			7					5	Gold 2x	5	Act 3 (N) Equip A	19	Act 3 (N) Junk	15	Act 3 (N) Good	3																			0
Duriel (N) - Base Item Desecrated A			7					5	Gold 1.5x	11	Act 4 (N) Equip A	19	Act 4 (N) Junk	15	Act 4 (N) Good	3																			0
Duriel (N) - Base Item Desecrated B			7					5	Gold 1.5x	11	Act 5 (N) Equip B	19	Act 5 (N) Junk	15	Act 5 (N) Good	3																			0
Duriel (N) - Base Item Desecrated C			7					5	Gold 1.5x	11	Act 3 (H) Equip A	19	Act 3 (H) Junk	15	Act 3 (H) Good	3																			0
Duriel (H) - Base Item			7					5	Gold 2.5x	5	Act 3 (H) Equip A	19	Act 3 (H) Junk	10	Act 3 (H) Good	3																			0
Duriel (H) - Base Item Desecrated A			7					5	Gold 2x	11	Act 4 (H) Equip B	19	Act 4 (H) Junk	15	Act 4 (H) Good	3																			0
Duriel (H) - Base Item Desecrated B			7					5	Gold 2x	11	Act 5 (H) Equip A	19	Act 5 (H) Junk	15	Act 5 (H) Good	3																			0
Duriel (H) - Base Item Desecrated C			7					5	Gold 2x	11	Act 5 (H) Equip B	19	Act 5 (H) Junk	15	Act 5 (H) Good	3																			0
Duriel (H) - Base Item Desecrated D			7					5	Gold 2x	11	Act 5 (H) Equip C	19	Act 5 (H) Junk	15	Act 5 (H) Good	3																			0
Durielq - Base Item			7					5	Act 3 Equip A	19	Act 3 Good	3																							0
Durielq (N) - Base Item			7					5	Act 3 (N) Equip A	19	Act 3 (N) Good	3																							0
Durielq (H) - Base Item			7					5	Act 3 (H) Equip A	19	Act 3 (H) Good	3																							0
Duriel - Base			-1	983	983	983	1024	0	Duriel - Base Item	1																									0
Duriel - Base Desecrated A	34	22	-2	983	983	983	1024	0	Corruption Orb	1	Duriel - Base Item Desecrated A	1																							0
Duriel - Base Desecrated B	34	36	-2	983	983	983	1024	0	Corruption Orb	1	Duriel - Base Item Desecrated B	1																							0
Duriel - Base Desecrated C	34	48	-2	983	983	983	1024	0	Corruption Orb	1	Duriel - Base Item Desecrated C	1																							0
Duriel (N) - Base			-2	983	983	983	1024	0	Socket Orb	1	Duriel (N) - Base Item	1																							0
Duriel (N) - Base Desecrated A	34	55	-4	983	983	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Duriel (N) - Base Item Desecrated A	1																			0
Duriel (N) - Base Desecrated B	34	63	-4	983	983	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Duriel (N) - Base Item Desecrated B	1																			0
Duriel (N) - Base Desecrated C	34	73	-4	983	983	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Duriel (N) - Base Item Desecrated C	1																			0
Duriel (H) - Base			-2	983	983	983	1024	0	Socket Orb	1	Duriel (H) - Base Item	1																							0
Duriel (H) - Base Desecrated A	34	88	-4	983	983	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Duriel (H) - Base Item Desecrated A	1																			0
Duriel (H) - Base Desecrated B	34	90	-4	983	983	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Duriel (H) - Base Item Desecrated B	1																			0
Duriel (H) - Base Desecrated C	34	93	-4	983	983	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Duriel (H) - Base Item Desecrated C	1																			0
Duriel (H) - Base Desecrated D	34	96	-4	983	983	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Duriel (H) - Base Item Desecrated D	1																			0
Durielq - Base			-1	993	993	1024	1024	0	Durielq - Base Item	1																									0
Durielq (N) - Base			-2	993	993	1024	1024	0	Socket Orb	1	Durielq (N) - Base Item	1																							0
Durielq (H) - Base			-2	993	993	1024	1024	0	Socket Orb	1	Durielq (H) - Base Item	1																							0
ROP			1	1024				0	Diablo	1																									0
ROP (N)			1	1024				0	Diablo (N)	4	Annihilus	1																							0
ROP (H)			1	1024				0	Annihilus	1																									0
Countess Rune			3					2	Runes 2	30	Runes 3	15	Runes 4	15																					0
Countess Rune (N)			3					2	Runes 7	15	Runes 8	15	Runes 9	15																					0
Countess Rune (H)			3					2	Runes 10	15	Runes 11	15	Runes 12	15																					0
Countess Rune Desecrated			3					2	Runes 3	30	Runes 4	15	Runes 5	15																					0
Countess Rune (N) Desecrated			3					2	Runes 8	15	Runes 9	15	Runes 10	15																					0
Countess Rune (H) Desecrated			3					2	Runes 11	15	Runes 12	15	Runes 13	15																					0
Countess Item			5					10	Gold 1.5x	7	Act 1 Equip C	19	Act 2 Junk	15	Act 2 Good	3																			0
Countess Item Desecrated A			5					10	Gold 1.5x	11	Act 2 Equip A	19	Act 3 Junk	15	Act 3 Good	3																			0
Countess Item Desecrated B			5					10	Gold 1.5x	11	Act 5 Equip A	19	Act 1 (N) Junk	15	Act 1 (N) Good	3																			0
Countess Item Desecrated C			5					10	Gold 1.5x	11	Act 3 (N) Equip A	19	Act 4 (N) Junk	15	Act 4 (N) Good	3																			0
Countess Item (N)			5					10	Gold 2x	7	Act 1 (N) Equip C	19	Act 2 (N) Junk	15	Act 2 (N) Good	3																			0
Countess Item (N) Desecrated A			5					10	Gold 1.5x	11	Act 2 (N) Equip B	19	Act 3 (N) Junk	15	Act 3 (N) Good	3																			0
Countess Item (N) Desecrated B			5					10	Gold 1.5x	11	Act 4 (N) Equip B	19	Act 5 (N) Junk	15	Act 5 (N) Good	3																			0
Countess Item (N) Desecrated C			5					10	Gold 1.5x	11	Act 3 (H) Equip A	19	Act 4 (H) Junk	15	Act 4 (H) Good	3																			0
Countess Item (H)			5					10	Gold 2.5x	7	Act 1 (H) Equip C	19	Act 2 (H) Junk	15	Act 2 (H) Good	3	pk1	2																	0
Countess Item (H) Desecrated A			5					10	Gold 2x	11	Act 4 (H) Equip A	19	Act 4 (H) Junk	15	Act 4 (H) Good	3	pk1	2																	0
Countess Item (H) Desecrated B			5					10	Gold 2x	11	Act 4 (H) Equip B	19	Act 4 (H) Junk	15	Act 4 (H) Good	3	pk1	2																	0
Countess Item (H) Desecrated C			5					10	Gold 2x	11	Act 4 (H) Equip C	19	Act 4 (H) Junk	15	Act 4 (H) Good	3	pk1	2																	0
Countess Item (H) Desecrated D			5					10	Gold 2x	11	Act 5 (H) Equip A	19	Act 5 (H) Junk	15	Act 5 (H) Good	3	pk1	2																	0
Countess Item (H) Desecrated E			5					10	Gold 2x	11	Act 5 (H) Equip B	19	Act 5 (H) Junk	15	Act 5 (H) Good	3	pk1	2																	0
Countess Item (H) Desecrated F			5					10	Gold 2x	11	Act 5 (H) Equip C	19	Act 5 (H) Junk	15	Act 5 (H) Good	3	pk1	2																	0
Countess			-2	883	883	883	1024	0	Countess Item	1	Countess Rune	1																							0
Countess Desecrated A	35	11	-3	883	883	883	1024	0	Corruption Orb	1	Countess Item Desecrated A	1	Countess Rune	1																					0
Countess Desecrated B	35	34	-3	883	883	883	1024	0	Corruption Orb	1	Countess Item Desecrated B	1	Countess Rune	1																					0
Countess Desecrated C	35	48	-3	883	883	883	1024	0	Corruption Orb	1	Countess Item Desecrated C	1	Countess Rune	1																					0
Countess (N)			-3	883	883	983	1024	0	Socket Orb	1	Countess Item (N)	1	Countess Rune (N)	1																					0
Countess (N) Desecrated A	35	45	-5	883	883	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Countess Item (N) Desecrated A	1	Countess Rune (N) Desecrated	1																	0
Countess (N) Desecrated B	35	59	-5	883	883	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Countess Item (N) Desecrated B	1	Countess Rune (N) Desecrated	1																	0
Countess (N) Desecrated C	35	73	-5	883	883	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Countess Item (N) Desecrated C	1	Countess Rune (N) Desecrated	1																	0
Countess (H)			-3	883	883	983	1024	0	Socket Orb	1	Countess Item (H)	1	Countess Rune (H)	1																					0
Countess (H) Desecrated A	35	82	-5	883	883	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Countess Item (H) Desecrated A	1	Countess Rune (H) Desecrated	1																	0
Countess (H) Desecrated B	35	84	-5	883	883	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Countess Item (H) Desecrated B	1	Countess Rune (H) Desecrated	1																	0
Countess (H) Desecrated C	35	87	-5	883	883	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Countess Item (H) Desecrated C	1	Countess Rune (H) Desecrated	1																	0
Countess (H) Desecrated D	35	90	-5	883	883	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Countess Item (H) Desecrated D	1	Countess Rune (H) Desecrated	1																	0
Countess (H) Desecrated E	35	93	-5	883	883	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Countess Item (H) Desecrated E	1	Countess Rune (H) Desecrated	1																	0
Countess (H) Desecrated F	35	96	-5	883	883	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Countess Item (H) Desecrated F	1	Countess Rune (H) Desecrated	1																	0
Uber Andariel			1	1024				0	dhn	1																									0
Uber Duriel			1	1024				0	bey	1																									0
Uber Izual			1	1024				0	mbr	1																									0
Pandemonium Key A			1	1024				0	pk1	1																									0
Pandemonium Key B			1	1024				0	pk2	1																									0
Pandemonium Key C			1	1024				0	pk3	1																									0
Torch			1	1024				0	Hellfire Torch	1																									0
Mephisto's Animus			1	1024				0	mpa	1																									0
Baal's Calamity			1	1024				0	blc	1																									0
Diablo's Ire			1	1024				0	dia	1																									0
Workfire			-2					0	Act 5 Super C	1	Act 2 Good	1																							0
Workfire (N)			-2					0	Act 5 (N) Super C	1	Act 2 (N) Good	1																							0
Workfire (H)			-2					0	Act 5 (H) Super C	1	Act 2 (H) Good	1																							0
Treehead Woodfist			-2					0	Act 1 Super B	2																									0
Treehead Woodfist (N)			-2					0	Act 1 (N) Super B	2																									0
Treehead Woodfist (H)			-2					0	Act 1 (H) Super B	2																									0
Snapchip			-1					0	Act 5 Super B	1																									0
Snapchip (N)			-1					0	Act 5 (N) Super B	1																									0
Snapchip (H)			-1					0	Act 5 (H) Super B	1																									0
Act 1 (N) Champ A Desecrated	36	68	-3					0	Sunder Charms	1	Act 1 (N) Champ A	1	Socket Orb	1																					0
Act 1 (N) Champ B Desecrated	36	68	-3					0	Sunder Charms	1	Act 1 (N) Champ B	1	Socket Orb	1																					0
Act 1 (N) Champ C Desecrated	36	68	-3					0	Sunder Charms	1	Act 1 (N) Champ C	1	Socket Orb	1																					0
Act 2 (N) Champ A Desecrated	36	71	-3					0	Sunder Charms	1	Act 2 (N) Champ A	1	Socket Orb	1																					0
Act 2 (N) Champ B Desecrated	36	71	-3					0	Sunder Charms	1	Act 2 (N) Champ B	1	Socket Orb	1																					0
Act 2 (N) Champ C Desecrated	36	71	-3					0	Sunder Charms	1	Act 2 (N) Champ C	1	Socket Orb	1																					0
Act 3 (N) Champ A Desecrated	36	74	-3					0	Sunder Charms	1	Act 3 (N) Champ A	1	Socket Orb	1																					0
Act 3 (N) Champ B Desecrated	36	74	-3					0	Sunder Charms	1	Act 3 (N) Champ B	1	Socket Orb	1																					0
Act 3 (N) Champ C Desecrated	36	74	-3					0	Sunder Charms	1	Act 3 (N) Champ C	1	Socket Orb	1																					0
Act 4 (N) Champ A Desecrated	36	77	-3					0	Sunder Charms	1	Act 4 (N) Champ A	1	Socket Orb	1																					0
Act 4 (N) Champ B Desecrated	36	77	-3					0	Sunder Charms	1	Act 4 (N) Champ B	1	Socket Orb	1																					0
Act 5 (N) Champ A Desecrated	36	77	-3					0	Sunder Charms	1	Act 5 (N) Champ A	1	Socket Orb	1																					0
Act 5 (N) Champ B Desecrated	36	80	-3					0	Sunder Charms	1	Act 5 (N) Champ B	1	Socket Orb	1																					0
Act 5 (N) Champ C Desecrated	36	80	-3					0	Sunder Charms	1	Act 5 (N) Champ C	1	Socket Orb	1																					0
Act 1 (N) Unique A Desecrated	37	68	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 1 (N) Unique A	1																	0		0
Act 1 (N) Unique B Desecrated	37	68	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 1 (N) Unique B	1																	0		0
Act 1 (N) Unique C Desecrated	37	68	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 1 (N) Unique C	1																	0		0
Act 2 (N) Unique A Desecrated	37	71	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 2 (N) Unique A	1																	0		0
Act 2 (N) Unique B Desecrated	37	71	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 2 (N) Unique B	1																	0		0
Act 2 (N) Unique C Desecrated	37	71	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 2 (N) Unique C	1																	0		0
Act 3 (N) Unique A Desecrated	37	74	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 3 (N) Unique A	1																	0		0
Act 3 (N) Unique B Desecrated	37	74	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 3 (N) Unique B	1																	0		0
Act 3 (N) Unique C Desecrated	37	74	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 3 (N) Unique C	1																	0		0
Act 4 (N) Unique A Desecrated	37	77	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 4 (N) Unique A	1																	0		0
Act 4 (N) Unique B Desecrated	37	77	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 4 (N) Unique B	1																	0		0
Act 5 (N) Unique A Desecrated	37	77	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 5 (N) Unique A	1																	0		0
Act 5 (N) Unique B Desecrated	37	80	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 5 (N) Unique B	1																	0		0
Act 5 (N) Unique C Desecrated	37	80	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 5 (N) Unique C	1																	0		0
Act 1 (N) Super A Desecrated	38	68	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 1 (N) Super A	1																	0		0
Act 1 (N) Super B Desecrated	38	68	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 1 (N) Super B	1																	0		0
Act 1 (N) Super C Desecrated	38	68	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 1 (N) Super C	1																	0		0
Act 2 (N) Super A Desecrated	38	71	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 2 (N) Super A	1																	0		0
Act 2 (N) Super B Desecrated	38	71	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 2 (N) Super B	1																	0		0
Act 2 (N) Super C Desecrated	38	71	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 2 (N) Super C	1																	0		0
Act 3 (N) Super A Desecrated	38	74	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 3 (N) Super A	1																	0		0
Act 3 (N) Super B Desecrated	38	74	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 3 (N) Super B	1																	0		0
Act 3 (N) Super C Desecrated	38	74	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 3 (N) Super C	1																	0		0
Act 4 (N) Super A Desecrated	38	77	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 4 (N) Super A	1																	0		0
Act 4 (N) Super B Desecrated	38	77	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 4 (N) Super B	1																	0		0
Act 4 (N) Super C Desecrated	38	77	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 4 (N) Super C	1																	0		0
Act 5 (N) Super A Desecrated	38	80	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 5 (N) Super A	1																	0		0
Act 5 (N) Super B Desecrated	38	80	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 5 (N) Super B	1																	0		0
Act 5 (N) Super C Desecrated	38	80	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 5 (N) Super C	1																	0		0
Act 1 (N) Super Ax Desecrated	39	68	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 1 (N) Super Ax	1																	0		0
Act 1 (N) Super Bx Desecrated	39	68	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 1 (N) Super Bx	1																	0		0
Act 1 (N) Super Cx Desecrated	39	68	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 1 (N) Super Cx	1																	0		0
Act 2 (N) Super Ax Desecrated	39	71	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 2 (N) Super Ax	1																	0		0
Act 2 (N) Super Bx Desecrated	39	71	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 2 (N) Super Bx	1																	0		0
Act 2 (N) Super Cx Desecrated	39	71	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 2 (N) Super Cx	1																	0		0
Act 3 (N) Super Ax Desecrated	39	74	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 3 (N) Super Ax	1																	0		0
Act 3 (N) Super Bx Desecrated	39	74	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 3 (N) Super Bx	1																	0		0
Act 3 (N) Super Cx Desecrated	39	74	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 3 (N) Super Cx	1																	0		0
Act 4 (N) Super Ax Desecrated	39	77	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 4 (N) Super Ax	1																	0		0
Act 4 (N) Super Bx Desecrated	39	77	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 4 (N) Super Bx	1																	0		0
Act 4 (N) Super Cx Desecrated	39	77	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 4 (N) Super Cx	1																	0		0
Act 5 (N) Super Ax Desecrated	39	80	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 5 (N) Super Ax	1																	0		0
Act 5 (N) Super Bx Desecrated	39	80	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 5 (N) Super Bx	1																	0		0
Act 5 (N) Super Cx Desecrated	39	80	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 5 (N) Super Cx	1																	0		0
Act 1 (N) LT Desecrated	42	68	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 1 (N) LT	1																	0		0
Act 2 (N) LT Desecrated	42	71	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 2 (N) LT	1																	0		0
Act 3 (N) LT Desecrated	42	74	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 3 (N) LT	1																	0		0
Act 4 (N) LT Desecrated	42	77	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 4 (N) LT	1																	0		0
Act 5 (N) LT Desecrated	42	80	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 5 (N) LT	1																	0		0
Act 1 (N) LT Swarm Desecrated	43	68	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 1 (N) LT Swarm	1																	0		0
Act 2 (N) LT Swarm Desecrated	43	71	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 2 (N) LT Swarm	1																	0		0
Act 3 (N) LT Swarm Desecrated	43	74	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 3 (N) LT Swarm	1																	0		0
Act 4 (N) LT Swarm Desecrated	43	77	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 4 (N) LT Swarm	1																	0		0
Act 5 (N) LT Swarm Desecrated	43	80	-4					0	Sunder Charms	1	Corruption Orb	1	Socket Orb	1	Act 5 (N) LT Swarm	1																	0		0
